时间戳,时间,均价,数据类型
1766397600000,2025-12-22 18:00:00,503,sampled
1766408400000,2025-12-22 21:00:00,502,sampled
1766419200000,2025-12-23 00:00:00,496,sampled
1766430000000,2025-12-23 03:00:00,502,sampled
1766440800000,2025-12-23 06:00:00,499,sampled
1766451600000,2025-12-23 09:00:00,526,sampled
1766462400000,2025-12-23 12:00:00,519,sampled
1766473200000,2025-12-23 15:00:00,518,sampled
1766484000000,2025-12-23 18:00:00,511,sampled
1766494800000,2025-12-23 21:00:00,514,sampled
1766505600000,2025-12-24 00:00:00,523,sampled
1766516400000,2025-12-24 03:00:00,526,sampled
1766527200000,2025-12-24 06:00:00,532,sampled
1766538000000,2025-12-24 09:00:00,523,sampled
1766548800000,2025-12-24 12:00:00,525,sampled
1766559600000,2025-12-24 15:00:00,532,sampled
1766570400000,2025-12-24 18:00:00,521,sampled
1766581200000,2025-12-24 21:00:00,517,sampled
1766592000000,2025-12-25 00:00:00,548,sampled
1766602800000,2025-12-25 03:00:00,527,sampled
1766613600000,2025-12-25 06:00:00,522,sampled
1766624400000,2025-12-25 09:00:00,539,sampled
1766635200000,2025-12-25 12:00:00,559,sampled
1766646000000,2025-12-25 15:00:00,515,sampled
1766656800000,2025-12-25 18:00:00,507,sampled
1766667600000,2025-12-25 21:00:00,550,sampled
1766678400000,2025-12-26 00:00:00,545,sampled
1766689200000,2025-12-26 03:00:00,516,sampled
1766700000000,2025-12-26 06:00:00,517,sampled
1766710800000,2025-12-26 09:00:00,535,sampled
1766721600000,2025-12-26 12:00:00,509,sampled
1766732400000,2025-12-26 15:00:00,519,sampled
1766743200000,2025-12-26 18:00:00,526,sampled
1766754000000,2025-12-26 21:00:00,560,sampled
1766764800000,2025-12-27 00:00:00,671,sampled
1766775600000,2025-12-27 03:00:00,575,sampled
1766786400000,2025-12-27 06:00:00,619,sampled
1766797200000,2025-12-27 09:00:00,576,sampled
1766808000000,2025-12-27 12:00:00,695,sampled
1766817000000,2025-12-27 14:30:00,704,sampled
1766829600000,2025-12-27 18:00:00,715,sampled
1766840400000,2025-12-27 21:00:00,670,sampled
1766849400000,2025-12-27 23:30:00,694,sampled
1766862000000,2025-12-28 03:00:00,582,sampled
1766872800000,2025-12-28 06:00:00,650,sampled
1766883600000,2025-12-28 09:00:00,621,sampled
1766894400000,2025-12-28 12:00:00,688,sampled
1766905200000,2025-12-28 15:00:00,692,sampled
1766916000000,2025-12-28 18:00:00,668,sampled
1766926800000,2025-12-28 21:00:00,663,sampled
1766937600000,2025-12-29 00:00:00,575,sampled
1766948400000,2025-12-29 03:00:00,537,sampled
1766959200000,2025-12-29 06:00:00,596,sampled
1766970000000,2025-12-29 09:00:00,537,sampled
1766980800000,2025-12-29 12:00:00,546,sampled
1766989800000,2025-12-29 14:30:00,543,sampled
1767002400000,2025-12-29 18:00:00,517,sampled
1767013200000,2025-12-29 21:00:00,519,sampled
1767024000000,2025-12-30 00:00:00,507,sampled
1767034800000,2025-12-30 03:00:00,520,sampled
1767045600000,2025-12-30 06:00:00,514,sampled
1767054600000,2025-12-30 08:30:00,510,sampled
1767067200000,2025-12-30 12:00:00,520,sampled
1767078000000,2025-12-30 15:00:00,524,sampled
1767088800000,2025-12-30 18:00:00,509,sampled
1767099600000,2025-12-30 21:00:00,516,sampled
1767110400000,2025-12-31 00:00:00,516,sampled
1767121200000,2025-12-31 03:00:00,525,sampled
1767132000000,2025-12-31 06:00:00,520,sampled
1767142800000,2025-12-31 09:00:00,523,sampled
1767153600000,2025-12-31 12:00:00,529,sampled
1767164400000,2025-12-31 15:00:00,547,sampled
1767175200000,2025-12-31 18:00:00,551,sampled
1767186000000,2025-12-31 21:00:00,612,sampled
1767196800000,2026-01-01 00:00:00,681,sampled
1767207600000,2026-01-01 03:00:00,603,sampled
1767218400000,2026-01-01 06:00:00,622,sampled
1767229200000,2026-01-01 09:00:00,583,sampled
1767240000000,2026-01-01 12:00:00,693,sampled
