date,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,is_holiday,in_CS,is_CS,is_need,is_make,is_active,is_public
2025-09-10 03:00:00,2792.0,2091.0,414.0,5593.0,0,0.04664179104477612,1,0,0,1,0.0
2025-09-10 04:00:00,2742.0,1985.0,449.0,5638.0,0,0.0472636815920398,1,0,0,1,0.0
2025-09-10 05:00:00,2792.0,2070.0,423.0,5458.0,0,0.04788557213930348,1,0,0,1,0.0
2025-09-10 06:00:00,2617.0,2048.0,440.0,5368.0,0,0.048507462686567165,1,0,0,1,0.0
2025-09-10 07:00:00,2742.0,1942.0,414.0,5548.0,0,0.049129353233830844,1,0,0,1,0.0
2025-09-10 08:00:00,2717.0,2006.0,449.0,5188.0,0,0.04975124378109453,1,0,0,1,0.0
2025-09-10 09:00:00,2717.0,2027.0,414.0,5368.0,0,0.05037313432835821,1,0,0,1,0.0
2025-09-10 10:00:00,2767.0,2048.0,440.0,5233.0,0,0.05099502487562189,1,0,0,1,0.0
2025-09-10 11:00:00,2842.0,2027.0,449.0,5368.0,0,0.05161691542288557,1,0,0,1,0.0
2025-09-10 12:00:00,2767.0,2027.0,449.0,5503.0,0,0.05223880597014925,1,0,0,1,0.0
2025-09-10 13:00:00,2867.0,2112.0,414.0,5458.0,0,0.05286069651741294,1,0,0,1,0.0
2025-09-10 14:00:00,2842.0,2070.0,432.0,5458.0,0,0.053482587064676616,1,0,0,1,0.0
2025-09-10 15:00:00,2817.0,2070.0,423.0,5593.0,0,0.054104477611940295,1,0,0,1,0.0
2025-09-10 16:00:00,2892.0,2197.0,449.0,5503.0,0,0.05472636815920398,1,0,0,1,0.0
2025-09-10 17:00:00,2967.0,2027.0,414.0,5503.0,0,0.05534825870646766,1,0,0,1,0.0
2025-09-10 18:00:00,2942.0,2112.0,414.0,5278.0,0,0.055970149253731345,1,0,0,1,0.0
2025-09-10 19:00:00,2742.0,2048.0,449.0,5503.0,0,0.056592039800995024,1,0,0,1,0.0
2025-09-10 20:00:00,2867.0,2176.0,467.0,5323.0,0,0.05721393034825871,1,0,0,1,0.0
2025-09-10 21:00:00,2917.0,2155.0,432.0,5413.0,0,0.05783582089552239,1,0,0,1,0.0
2025-09-10 22:00:00,2967.0,2091.0,449.0,5683.0,0,0.05845771144278607,1,0,0,1,0.0
2025-09-10 23:00:00,2967.0,2048.0,414.0,5548.0,0,0.05907960199004975,1,0,0,1,0.0
2025-09-11 00:00:00,2867.0,2048.0,414.0,5683.0,0,0.05970149253731343,1,0,0,1,0.0
2025-09-11 01:00:00,2792.0,1985.0,449.0,5683.0,0,0.06032338308457712,1,0,0,1,0.0
2025-09-11 02:00:00,2867.0,2027.0,414.0,5503.0,0,0.060945273631840796,1,0,0,1,0.0
2025-09-11 03:00:00,2817.0,2112.0,432.0,5503.0,0,0.061567164179104475,1,0,0,1,0.0
2025-09-11 04:00:00,2842.0,2027.0,414.0,5413.0,0,0.06218905472636816,1,0,0,1,0.0
2025-09-11 05:00:00,2842.0,2070.0,423.0,5503.0,0,0.06281094527363185,1,0,0,1,0.0
2025-09-11 06:00:00,2917.0,2027.0,414.0,5503.0,0,0.06343283582089553,1,0,0,1,0.0
2025-09-11 07:00:00,2717.0,2027.0,414.0,5368.0,0,0.0640547263681592,1,0,0,1,0.0
2025-09-11 08:00:00,2592.0,1963.0,440.0,5278.0,0,0.06467661691542288,1,0,0,1,0.0
2025-09-11 09:00:00,2667.0,2112.0,423.0,5458.0,0,0.06529850746268656,1,0,0,1,0.0
2025-09-11 10:00:00,2767.0,1942.0,432.0,5368.0,0,0.06592039800995025,1,0,0,1,0.0
2025-09-11 11:00:00,2717.0,1942.0,458.0,5323.0,0,0.06654228855721393,1,0,0,1,0.0
2025-09-11 12:00:00,2742.0,2112.0,449.0,5368.0,0,0.06716417910447761,1,0,0,1,0.0
2025-09-11 13:00:00,2792.0,2027.0,475.0,5413.0,0,0.06778606965174129,1,0,0,1,0.0
2025-09-11 14:00:00,2817.0,2027.0,449.0,5368.0,0,0.06840796019900497,1,0,0,1,0.0
2025-09-11 15:00:00,2867.0,2070.0,432.0,5503.0,0,0.06902985074626866,1,0,0,1,0.0
2025-09-11 16:00:00,2867.0,2091.0,440.0,5323.0,0,0.06965174129353234,1,0,0,1,0.0
2025-09-11 17:00:00,2917.0,2027.0,449.0,5503.0,0,0.07027363184079602,1,0,0,1,0.0
2025-09-11 18:00:00,2817.0,2027.0,458.0,5368.0,0,0.0708955223880597,1,0,0,1,0.0
2025-09-11 19:00:00,2767.0,1985.0,449.0,5323.0,0,0.07151741293532338,1,0,0,1,0.0
2025-09-11 20:00:00,2817.0,2027.0,449.0,5323.0,0,0.07213930348258707,1,0,0,1,0.0
2025-09-11 21:00:00,2967.0,2112.0,449.0,5503.0,0,0.07276119402985075,1,0,0,1,0.0
2025-09-11 22:00:00,2967.0,2133.0,449.0,5683.0,0,0.07338308457711443,1,0,0,1,0.0
2025-09-11 23:00:00,2967.0,2112.0,423.0,5638.0,0,0.0740049751243781,1,0,0,1,0.0
2025-09-12 00:00:00,2867.0,2027.0,449.0,5593.0,0,0.07462686567164178,1,0,0,1,0.0
2025-09-12 01:00:00,2817.0,2027.0,440.0,5548.0,0,0.07524875621890548,1,0,0,1,0.0
2025-09-12 02:00:00,2867.0,2027.0,432.0,5638.0,0,0.07587064676616916,1,0,0,1,0.0
2025-09-12 03:00:00,2717.0,2006.0,414.0,5503.0,0,0.07649253731343283,1,0,0,1,0.0
2025-09-12 04:00:00,2767.0,2027.0,423.0,5008.0,0,0.07711442786069651,1,0,0,1,0.0
2025-09-12 05:00:00,2667.0,2048.0,440.0,5458.0,0,0.07773631840796019,1,0,0,1,0.0
2025-09-12 06:00:00,2767.0,1942.0,432.0,5458.0,0,0.07835820895522388,1,0,0,1,0.0
2025-09-12 07:00:00,2717.0,1942.0,467.0,5368.0,0,0.07898009950248756,1,0,0,1,0.0
2025-09-12 08:00:00,2692.0,1985.0,432.0,5458.0,0,0.07960199004975124,1,0,0,1,0.0
2025-09-12 09:00:00,2667.0,1878.0,449.0,5323.0,0,0.08022388059701492,1,0,0,1,0.0
2025-09-12 10:00:00,2642.0,1921.0,423.0,5323.0,0,0.08084577114427861,1,0,0,1,0.0
2025-09-12 11:00:00,2742.0,1942.0,414.0,5548.0,0,0.08146766169154229,1,0,0,1,0.0
2025-09-12 12:00:00,2667.0,2006.0,449.0,5188.0,0,0.08208955223880597,1,0,0,1,0.0
2025-09-12 13:00:00,2767.0,2048.0,432.0,5503.0,0,0.08271144278606965,1,0,0,1,0.0
2025-09-12 14:00:00,2867.0,2006.0,440.0,5323.0,0,0.08333333333333333,1,0,0,1,0.0
2025-09-12 15:00:00,2867.0,2027.0,423.0,5548.0,0,0.08395522388059702,1,0,0,1,0.0
2025-09-12 16:00:00,2867.0,2112.0,449.0,5503.0,0,0.0845771144278607,1,0,0,1,0.0
2025-09-12 17:00:00,2867.0,1985.0,449.0,5233.0,0,0.08519900497512438,1,0,0,1,0.0
2025-09-12 18:00:00,2867.0,2027.0,449.0,5323.0,0,0.08582089552238806,1,0,0,1,0.0
2025-09-12 19:00:00,2717.0,2070.0,449.0,5548.0,0,0.08644278606965174,1,0,0,1,0.0
2025-09-12 20:00:00,2867.0,2048.0,432.0,5683.0,0,0.08706467661691543,1,0,0,1,0.0
2025-09-12 21:00:00,2967.0,2133.0,458.0,5683.0,0,0.08768656716417911,1,0,0,1,0.0
2025-09-12 22:00:00,2917.0,2112.0,458.0,5683.0,0,0.08830845771144279,1,0,0,1,0.0
2025-09-12 23:00:00,2967.0,2176.0,449.0,5638.0,0,0.08893034825870647,1,0,0,1,0.0
2025-09-13 00:00:00,2967.0,2027.0,423.0,5548.0,1,0.08955223880597014,1,0,0,1,0.0
2025-09-13 01:00:00,2967.0,2048.0,414.0,5503.0,1,0.09017412935323384,1,0,0,1,0.0
2025-09-13 02:00:00,2917.0,2027.0,484.0,5683.0,1,0.09079601990049752,1,0,0,1,0.0
2025-09-13 03:00:00,2892.0,2006.0,449.0,5638.0,1,0.0914179104477612,1,0,0,1,0.0
2025-09-13 04:00:00,2767.0,2027.0,484.0,5683.0,1,0.09203980099502487,1,0,0,1,0.0
2025-09-13 05:00:00,2842.0,2070.0,432.0,5548.0,1,0.09266169154228855,1,0,0,1,0.0
2025-09-13 06:00:00,2817.0,2006.0,423.0,5593.0,1,0.09328358208955224,1,0,0,1,0.0
2025-09-13 07:00:00,2817.0,2112.0,432.0,5503.0,1,0.09390547263681592,1,0,0,1,0.0
2025-09-13 08:00:00,2817.0,2027.0,475.0,5323.0,1,0.0945273631840796,1,0,0,1,0.0
2025-09-13 09:00:00,2892.0,2197.0,502.0,5593.0,1,0.09514925373134328,1,0,0,1,0.0
2025-09-13 10:00:00,2942.0,2388.0,493.0,5683.0,1,0.09577114427860696,1,0,0,1,0.0
2025-09-13 11:00:00,2892.0,2431.0,484.0,5593.0,1,0.09639303482587065,1,0,0,1,0.0
2025-09-13 12:00:00,2967.0,2367.0,467.0,5413.0,1,0.09701492537313433,1,0,0,1,0.0
2025-09-13 13:00:00,2967.0,2388.0,458.0,5458.0,1,0.09763681592039801,1,0,0,1,0.0
2025-09-13 14:00:00,2967.0,2303.0,458.0,5683.0,1,0.09825870646766169,1,0,0,1,0.0
2025-09-13 15:00:00,2967.0,2367.0,484.0,5683.0,1,0.09888059701492537,1,0,0,1,0.0
2025-09-13 16:00:00,2967.0,2325.0,467.0,5728.0,1,0.09950248756218906,1,0,0,1,0.0
2025-09-13 17:00:00,2967.0,2367.0,484.0,5818.0,1,0.10012437810945274,1,0,0,1,0.0
2025-09-13 18:00:00,2867.0,2133.0,484.0,5683.0,1,0.10074626865671642,1,0,0,1,0.0
2025-09-13 19:00:00,2867.0,2112.0,449.0,5503.0,1,0.1013681592039801,1,0,0,1,0.0
2025-09-13 20:00:00,2867.0,2240.0,467.0,5503.0,1,0.10199004975124377,1,0,0,1,0.0
2025-09-13 21:00:00,2942.0,2261.0,458.0,5593.0,1,0.10261194029850747,1,0,0,1,0.0
2025-09-13 22:00:00,2892.0,2218.0,484.0,5683.0,1,0.10323383084577115,1,0,0,1,0.0
2025-09-13 23:00:00,2967.0,2176.0,475.0,5683.0,1,0.10385572139303482,1,0,0,1,0.0
2025-09-14 00:00:00,2967.0,2112.0,449.0,5683.0,1,0.1044776119402985,1,0,0,1,0.0
2025-09-14 01:00:00,2967.0,2112.0,484.0,5773.0,1,0.10509950248756218,1,0,0,1,0.0
2025-09-14 02:00:00,2892.0,2112.0,475.0,5818.0,1,0.10572139303482588,1,0,0,1,0.0
2025-09-14 03:00:00,2967.0,2112.0,467.0,5683.0,1,0.10634328358208955,1,0,0,1,0.0
2025-09-14 04:00:00,2942.0,2027.0,493.0,5683.0,1,0.10696517412935323,1,0,0,1,0.0
2025-09-14 05:00:00,2842.0,2133.0,449.0,5683.0,1,0.10758706467661691,1,0,0,1,0.0
2025-09-14 06:00:00,2642.0,2155.0,475.0,5593.0,1,0.10820895522388059,1,0,0,1,0.0
2025-09-14 07:00:00,2867.0,2176.0,467.0,5413.0,1,0.10883084577114428,1,0,0,1,0.0
2025-09-14 08:00:00,2842.0,2282.0,475.0,5683.0,1,0.10945273631840796,1,0,0,1,0.0
2025-09-14 09:00:00,2942.0,2091.0,484.0,5503.0,1,0.11007462686567164,1,0,0,1,0.0
2025-09-14 10:00:00,2967.0,2367.0,484.0,5503.0,1,0.11069651741293532,1,0,0,1,0.0
2025-09-14 11:00:00,2967.0,2303.0,510.0,5503.0,1,0.11131840796019901,1,0,0,1,0.0
2025-09-14 12:00:00,2967.0,2155.0,484.0,5503.0,1,0.11194029850746269,1,0,0,1,0.0
2025-09-14 13:00:00,2967.0,2282.0,519.0,5503.0,1,0.11256218905472637,1,0,0,1,0.0
2025-09-14 14:00:00,2967.0,2346.0,458.0,5593.0,1,0.11318407960199005,1,0,0,1,0.0
2025-09-14 15:00:00,2942.0,2303.0,484.0,5683.0,1,0.11380597014925373,1,0,0,1,0.0
2025-09-14 16:00:00,2967.0,2240.0,467.0,5773.0,1,0.11442786069651742,1,0,0,1,0.0
2025-09-14 17:00:00,2892.0,2176.0,458.0,5593.0,1,0.1150497512437811,1,0,0,1,0.0
2025-09-14 18:00:00,2867.0,2048.0,449.0,5638.0,1,0.11567164179104478,1,0,0,1,0.0
2025-09-14 19:00:00,2767.0,2091.0,449.0,5503.0,1,0.11629353233830846,1,0,0,1,0.0
2025-09-14 20:00:00,2867.0,2176.0,458.0,5638.0,1,0.11691542288557213,1,0,0,1,0.0
2025-09-14 21:00:00,2967.0,2282.0,467.0,5593.0,1,0.11753731343283583,1,0,0,1,0.0
2025-09-14 22:00:00,2967.0,2176.0,449.0,5548.0,1,0.1181592039800995,1,0,0,1,0.0
2025-09-14 23:00:00,2967.0,2070.0,449.0,5683.0,1,0.11878109452736318,1,0,0,1,0.0
2025-09-15 00:00:00,2892.0,2112.0,423.0,5683.0,0,0.11940298507462686,1,0,0,0,0.0
2025-09-15 01:00:00,2967.0,2048.0,414.0,5863.0,0,0.12002487562189054,1,0,0,0,0.0
2025-09-15 02:00:00,2942.0,2027.0,475.0,5683.0,0,0.12064676616915423,1,0,0,0,0.0
2025-09-15 03:00:00,2892.0,2027.0,449.0,5638.0,0,0.12126865671641791,1,0,0,0,0.0
2025-09-15 04:00:00,2817.0,2006.0,458.0,5548.0,0,0.12189054726368159,1,0,0,0,0.0
2025-09-15 05:00:00,2867.0,1963.0,502.0,5548.0,0,0.12251243781094527,1,0,0,0,0.0
2025-09-15 06:00:00,2642.0,2112.0,449.0,5683.0,0,0.12313432835820895,1,0,0,0,0.0
2025-09-15 07:00:00,2817.0,1985.0,414.0,5413.0,0,0.12375621890547264,1,0,0,0,0.0
2025-09-15 08:00:00,2717.0,1985.0,449.0,5413.0,0,0.12437810945273632,1,0,0,0,0.0
2025-09-15 09:00:00,2667.0,2027.0,449.0,5413.0,0,0.125,1,0,0,0,0.0
2025-09-15 10:00:00,2867.0,2048.0,449.0,5278.0,0,0.1256218905472637,1,0,0,0,0.0
2025-09-15 11:00:00,2817.0,2027.0,432.0,5143.0,0,0.12624378109452736,1,0,0,0,0.0
2025-09-15 12:00:00,2742.0,2006.0,467.0,5368.0,0,0.12686567164179105,1,0,0,0,0.0
2025-09-15 13:00:00,2867.0,2112.0,458.0,5458.0,0,0.12748756218905472,1,0,0,0,0.0
2025-09-15 14:00:00,2917.0,1963.0,414.0,5638.0,0,0.1281094527363184,1,0,0,0,0.0
2025-09-15 15:00:00,2967.0,2112.0,414.0,5593.0,0,0.1287313432835821,1,0,0,0,0.0
2025-09-15 16:00:00,2967.0,2048.0,440.0,5683.0,0,0.12935323383084577,1,0,0,0,0.0
2025-09-15 17:00:00,2917.0,2048.0,414.0,5593.0,0,0.12997512437810946,1,0,0,0,0.0
2025-09-15 18:00:00,2967.0,2091.0,423.0,5503.0,0,0.13059701492537312,1,0,0,0,0.0
2025-09-15 19:00:00,2967.0,1963.0,423.0,5368.0,0,0.13121890547263682,1,0,0,0,0.0
2025-09-15 20:00:00,2892.0,2112.0,467.0,5548.0,0,0.1318407960199005,1,0,0,0,0.0
2025-09-15 21:00:00,2967.0,2240.0,484.0,5683.0,0,0.13246268656716417,1,0,0,0,0.0
2025-09-15 22:00:00,3042.0,2261.0,449.0,5683.0,0,0.13308457711442787,1,0,0,0,0.0
2025-09-15 23:00:00,3042.0,2261.0,449.0,5638.0,0,0.13370646766169153,1,0,0,0,0.0
2025-09-16 00:00:00,3067.0,2091.0,467.0,5863.0,0,0.13432835820895522,1,0,0,0,0.0
2025-09-16 01:00:00,3042.0,2027.0,467.0,5683.0,0,0.13495024875621892,1,0,0,0,0.0
2025-09-16 02:00:00,2967.0,2027.0,467.0,5683.0,0,0.13557213930348258,1,0,0,0,0.0
2025-09-16 03:00:00,2967.0,2282.0,414.0,5773.0,0,0.13619402985074627,1,0,0,0,0.0
2025-09-16 04:00:00,2892.0,2218.0,414.0,5593.0,0,0.13681592039800994,1,0,0,0,0.0
2025-09-16 05:00:00,2792.0,1942.0,502.0,5683.0,0,0.13743781094527363,1,0,0,0,0.0
2025-09-16 06:00:00,2967.0,2282.0,414.0,5413.0,0,0.13805970149253732,1,0,0,0,0.0
2025-09-16 07:00:00,2817.0,2303.0,423.0,5503.0,0,0.138681592039801,1,0,0,0,0.0
2025-09-16 08:00:00,2817.0,2027.0,449.0,5323.0,0,0.13930348258706468,1,0,0,0,0.0
2025-09-16 09:00:00,2817.0,1942.0,440.0,5458.0,0,0.13992537313432835,1,0,0,0,0.0
2025-09-16 10:00:00,2817.0,1985.0,449.0,5323.0,0,0.14054726368159204,1,0,0,0,0.0
2025-09-16 11:00:00,2692.0,2091.0,414.0,5458.0,0,0.14116915422885573,1,0,0,0,0.0
2025-09-16 12:00:00,2867.0,1942.0,449.0,5458.0,0,0.1417910447761194,1,0,0,0,0.0
2025-09-16 13:00:00,2867.0,2133.0,449.0,5323.0,0,0.1424129353233831,1,0,0,0,0.0
2025-09-16 14:00:00,2967.0,2155.0,432.0,5323.0,0,0.14303482587064675,1,0,0,0,0.0
2025-09-16 15:00:00,2967.0,2027.0,467.0,5503.0,0,0.14365671641791045,1,0,0,0,0.0
2025-09-16 16:00:00,2892.0,2070.0,440.0,5638.0,0,0.14427860696517414,1,0,0,0,0.0
2025-09-16 17:00:00,2967.0,2027.0,449.0,5638.0,0,0.1449004975124378,1,0,0,0,0.0
2025-09-16 18:00:00,2892.0,1942.0,475.0,5503.0,0,0.1455223880597015,1,0,0,0,0.0
2025-09-16 19:00:00,2942.0,2197.0,449.0,5278.0,0,0.14614427860696516,1,0,0,0,0.0
2025-09-16 20:00:00,3067.0,2282.0,475.0,5683.0,0,0.14676616915422885,1,0,0,0,0.0
2025-09-16 21:00:00,3067.0,2367.0,510.0,5728.0,0,0.14738805970149255,1,0,0,0,0.0
2025-09-16 22:00:00,3167.0,2325.0,484.0,5818.0,0,0.1480099502487562,1,0,0,0,0.0
2025-09-16 23:00:00,3167.0,2282.0,484.0,5683.0,0,0.1486318407960199,1,0,0,0,0.0
2025-09-17 00:00:00,3067.0,2133.0,458.0,5773.0,0,0.14925373134328357,1,0,0,0,0.0
2025-09-17 01:00:00,3117.0,2261.0,458.0,5683.0,0,0.14987562189054726,1,0,0,0,0.0
2025-09-17 02:00:00,3167.0,2112.0,449.0,5683.0,0,0.15049751243781095,1,0,0,0,0.0
2025-09-17 03:00:00,3167.0,2112.0,449.0,5683.0,0,0.15111940298507462,1,0,0,0,0.0
2025-09-17 04:00:00,3042.0,2112.0,449.0,5593.0,0,0.1517412935323383,1,0,0,0,0.0
2025-09-17 05:00:00,3167.0,2367.0,519.0,5503.0,0,0.15236318407960198,1,0,0,0,0.0
2025-09-17 06:00:00,3167.0,2325.0,502.0,5683.0,0,0.15298507462686567,1,0,0,0,0.0
2025-09-17 07:00:00,2992.0,2367.0,449.0,5323.0,0,0.15360696517412936,1,0,0,0,0.0
2025-09-17 08:00:00,2767.0,2112.0,449.0,5323.0,0,0.15422885572139303,1,0,0,0,0.0
2025-09-17 09:00:00,2792.0,2027.0,467.0,5278.0,0,0.15485074626865672,1,0,0,0,0.0
2025-09-17 10:00:00,2792.0,2070.0,484.0,5278.0,0,0.15547263681592038,1,0,0,0,0.0
2025-09-17 11:00:00,2842.0,2048.0,484.0,5233.0,0,0.15609452736318408,1,0,0,0,0.0
2025-09-17 12:00:00,2817.0,2091.0,484.0,5278.0,0,0.15671641791044777,1,0,0,0,0.0
2025-09-17 13:00:00,2942.0,2261.0,475.0,5143.0,0,0.15733830845771143,1,0,0,0,0.0
2025-09-17 14:00:00,2892.0,2346.0,484.0,5278.0,0,0.15796019900497513,1,0,0,0,0.0
2025-09-17 15:00:00,3167.0,2452.0,519.0,5323.0,0,0.15858208955223882,1,0,0,0,0.0
2025-09-17 16:00:00,3167.0,2473.0,519.0,5323.0,0,0.15920398009950248,1,0,0,0,0.0
2025-09-17 17:00:00,3167.0,2537.0,519.0,5323.0,0,0.15982587064676618,1,0,0,0,0.0
2025-09-17 18:00:00,3142.0,2495.0,519.0,5323.0,0,0.16044776119402984,1,0,0,0,0.0
2025-09-17 19:00:00,3067.0,2452.0,589.0,5233.0,0,0.16106965174129353,1,0,0,0,0.0
2025-09-17 20:00:00,3167.0,2516.0,624.0,5323.0,0,0.16169154228855723,1,0,0,0,0.0
2025-09-17 21:00:00,3167.0,2622.0,624.0,5323.0,0,0.1623134328358209,1,0,0,0,0.0
2025-09-17 22:00:00,3242.0,2622.0,624.0,5323.0,0,0.16293532338308458,1,0,0,0,0.0
2025-09-17 23:00:00,3217.0,2622.0,589.0,5278.0,0,0.16355721393034825,1,0,0,0,0.0
2025-09-18 00:00:00,3267.0,2537.0,589.0,5188.0,0,0.16417910447761194,1,0,0,0,0.0
2025-09-18 01:00:00,3267.0,2601.0,580.0,5323.0,0,0.16480099502487564,1,0,0,0,0.0
2025-09-18 02:00:00,3217.0,2537.0,572.0,5323.0,0,0.1654228855721393,1,0,0,0,0.0
2025-09-18 03:00:00,3242.0,2601.0,563.0,5278.0,0,0.166044776119403,1,0,0,0,0.0
2025-09-18 04:00:00,3242.0,2495.0,554.0,5323.0,0,0.16666666666666666,1,0,0,0,0.0
2025-09-18 05:00:00,3267.0,2558.0,563.0,5278.0,0,0.16728855721393035,1,0,0,0,0.0
2025-09-18 06:00:00,2917.0,2537.0,589.0,5143.0,0,0.16791044776119404,1,0,0,0,0.0
2025-09-18 07:00:00,2942.0,2282.0,484.0,5008.0,0,0.1685323383084577,1,0,0,0,0.0
2025-09-18 08:00:00,2867.0,2197.0,484.0,5143.0,0,0.1691542288557214,1,0,0,0,0.0
2025-09-18 09:00:00,2817.0,2197.0,589.0,5143.0,0,0.16977611940298507,1,0,0,0,0.0
2025-09-18 10:00:00,2967.0,2240.0,589.0,5143.0,0,0.17039800995024876,1,0,0,0,0.0
2025-09-18 11:00:00,3017.0,2282.0,572.0,5143.0,0,0.17101990049751245,1,0,0,0,0.0
2025-09-18 12:00:00,3067.0,2558.0,624.0,5143.0,0,0.17164179104477612,1,0,0,0,0.0
2025-09-18 13:00:00,3192.0,2622.0,624.0,5143.0,0,0.1722636815920398,1,0,0,0,0.0
2025-09-18 14:00:00,3242.0,2537.0,624.0,5053.0,0,0.17288557213930347,1,0,0,0,0.0
2025-09-18 15:00:00,3267.0,2622.0,624.0,5143.0,0,0.17350746268656717,1,0,0,0,0.0
2025-09-18 16:00:00,3267.0,2537.0,624.0,5143.0,0,0.17412935323383086,1,0,0,0,0.0
2025-09-18 17:00:00,3242.0,2601.0,624.0,5143.0,0,0.17475124378109452,1,0,0,0,0.0
2025-09-18 18:00:00,3242.0,2537.0,624.0,5143.0,0,0.17537313432835822,1,0,0,0,0.0
2025-09-18 19:00:00,3167.0,2537.0,642.0,5143.0,0,0.17599502487562188,1,0,0,0,0.0
2025-09-18 20:00:00,3167.0,2558.0,668.0,5143.0,0,0.17661691542288557,1,0,0,0,0.0
2025-09-18 21:00:00,3217.0,2622.0,659.0,5143.0,0,0.17723880597014927,1,0,0,0,0.0
2025-09-18 22:00:00,3267.0,2601.0,685.0,5203.0,0,0.17786069651741293,1,0,0,0,0.0
2025-09-18 23:00:00,3267.0,2686.0,633.0,5143.0,0,0.17848258706467662,1,0,0,0,0.0
2025-09-19 00:00:00,3167.0,2601.0,624.0,5278.0,0,0.1791044776119403,1,0,0,0,0.0
2025-09-19 01:00:00,2967.0,2282.0,554.0,5323.0,0,0.17972636815920398,1,0,0,0,0.0
2025-09-19 02:00:00,2992.0,2218.0,493.0,5188.0,0,0.18034825870646767,1,0,0,0,0.0
2025-09-19 03:00:00,3067.0,2240.0,519.0,5188.0,0,0.18097014925373134,1,0,0,0,0.0
2025-09-19 04:00:00,3067.0,2282.0,519.0,5143.0,0,0.18159203980099503,1,0,0,0,0.0
2025-09-19 05:00:00,3142.0,2282.0,519.0,5188.0,0,0.1822139303482587,1,0,0,0,0.0
2025-09-19 06:00:00,2817.0,2218.0,528.0,5278.0,0,0.1828358208955224,1,0,0,0,0.0
