date,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,is_holiday,in_CS,is_CS,is_need,is_make,is_active,is_public
2025-09-17 01:00:00,3282.0,1320.0,417.0,0,0.14987562189054726,1,0,0,0,0.0
2025-09-17 02:00:00,3282.0,1345.0,387.0,0,0.15049751243781095,1,0,0,0,0.0
2025-09-17 03:00:00,3282.0,1345.0,387.0,0,0.15111940298507462,1,0,0,0,0.0
2025-09-17 04:00:00,3282.0,1345.0,376.0,0,0.1517412935323383,1,0,0,0,0.0
2025-09-17 05:00:00,3282.0,1345.0,380.0,0,0.15236318407960198,1,0,0,0,0.0
2025-09-17 06:00:00,4135.0,1395.0,410.0,0,0.15298507462686567,1,0,0,0,0.0
2025-09-17 07:00:00,3571.0,1420.0,346.0,0,0.15360696517412936,1,0,0,0,0.0
2025-09-17 08:00:00,3557.0,1426.0,323.0,0,0.15422885572139303,1,0,0,0,0.0
2025-09-17 09:00:00,3447.0,1445.0,312.0,0,0.15485074626865672,1,0,0,0,0.0
2025-09-17 10:00:00,3488.0,1526.0,357.0,0,0.15547263681592038,1,0,0,0,0.0
2025-09-17 11:00:00,3612.0,1595.0,387.0,0,0.15609452736318408,1,0,0,0,0.0
2025-09-17 12:00:00,3571.0,1614.0,402.0,0,0.15671641791044777,1,0,0,0,0.0
2025-09-17 13:00:00,3461.0,1645.0,402.0,0,0.15733830845771143,1,0,0,0,0.0
2025-09-17 14:00:00,3805.0,1720.0,417.0,0,0.15796019900497513,1,0,0,0,0.0
2025-09-17 15:00:00,3915.0,1745.0,432.0,0,0.15858208955223882,1,0,0,0,0.0
2025-09-17 16:00:00,4025.0,1883.0,447.0,0,0.15920398009950248,1,0,0,0,0.0
2025-09-17 17:00:00,4107.0,1970.0,462.0,0,0.15982587064676618,1,0,0,0,0.0
2025-09-17 18:00:00,4052.0,1995.0,462.0,0,0.16044776119402984,1,0,0,0,0.0
2025-09-17 19:00:00,3942.0,2020.0,477.0,0,0.16106965174129353,1,0,0,0,0.0
2025-09-17 20:00:00,3942.0,2120.0,477.0,0,0.16169154228855723,1,0,0,0,0.0
2025-09-17 21:00:00,3942.0,2208.0,481.0,0,0.1623134328358209,1,0,0,0,0.0
2025-09-17 22:00:00,3901.0,2326.0,492.0,0,0.16293532338308458,1,0,0,0,0.0
2025-09-17 23:00:00,4052.0,2395.0,507.0,0,0.16355721393034825,1,0,0,0,0.0
2025-09-18 00:00:00,4052.0,2345.0,481.0,0,0.16417910447761194,1,0,0,0,0.0
2025-09-18 01:00:00,4121.0,1720.0,477.0,0,0.16480099502487564,1,0,0,0,0.0
2025-09-18 02:00:00,4657.0,1676.0,492.0,0,0.1654228855721393,1,0,0,0,0.0
2025-09-18 03:00:00,4588.0,1595.0,492.0,0,0.166044776119403,1,0,0,0,0.0
2025-09-18 04:00:00,4602.0,1601.0,492.0,0,0.16666666666666666,1,0,0,0,0.0
2025-09-18 05:00:00,4657.0,1720.0,492.0,0,0.16728855721393035,1,0,0,0,0.0
2025-09-18 06:00:00,4575.0,1745.0,492.0,0,0.16791044776119404,1,0,0,0,0.0
2025-09-18 07:00:00,4245.0,1870.0,492.0,0,0.1685323383084577,1,0,0,0,0.0
2025-09-18 08:00:00,3805.0,1895.0,492.0,0,0.1691542288557214,1,0,0,0,0.0
2025-09-18 09:00:00,3598.0,1920.0,496.0,0,0.16977611940298507,1,0,0,0,0.0
2025-09-18 10:00:00,3612.0,1945.0,507.0,0,0.17039800995024876,1,0,0,0,0.0
2025-09-18 11:00:00,3915.0,2033.0,507.0,0,0.17101990049751245,1,0,0,0,0.0
2025-09-18 12:00:00,3901.0,2064.0,507.0,0,0.17164179104477612,1,0,0,0,0.0
2025-09-18 13:00:00,3942.0,2283.0,518.0,0,0.1722636815920398,1,0,0,0,0.0
2025-09-18 14:00:00,4272.0,2383.0,522.0,0,0.17288557213930347,1,0,0,0,0.0
