date,9x19mm AP6.3,9x19mm PBP,9x19mm PSO,9x19mm Pst,9x19mm RIP
2025-11-06 13:00:00,384.0,1443.0,26.0,82.0,578.0
2025-11-06 14:00:00,411.0,1486.0,32.0,83.0,628.0
2025-11-06 15:00:00,392.0,1462.0,27.0,82.0,612.0
2025-11-06 16:00:00,398.0,1461.0,27.0,82.0,620.0
2025-11-06 17:00:00,396.0,1488.0,27.0,82.0,619.0
2025-11-06 18:00:00,396.0,1489.0,27.0,82.0,619.0
2025-11-06 19:00:00,411.0,1546.0,32.0,83.0,628.0
2025-11-06 20:00:00,395.0,1498.0,26.0,82.0,619.0
2025-11-06 21:00:00,396.0,1516.0,27.0,82.0,620.0
2025-11-06 22:00:00,397.0,1519.0,27.0,82.0,620.0
2025-11-06 23:00:00,397.0,1525.0,27.0,82.0,621.0
2025-11-07 00:00:00,396.0,1551.0,27.0,82.0,630.0
2025-11-07 01:00:00,395.0,1565.0,27.0,81.0,629.0
2025-11-07 02:00:00,383.0,1575.0,27.0,81.0,631.0
2025-11-07 03:00:00,367.0,1392.0,26.0,79.0,509.0
2025-11-07 04:00:00,366.0,1393.0,26.0,80.0,508.0
2025-11-07 05:00:00,365.0,1397.0,26.0,80.0,492.0
2025-11-07 06:00:00,363.0,1410.0,26.0,80.0,488.0
2025-11-07 07:00:00,350.0,1423.0,26.0,80.0,538.0
2025-11-07 08:00:00,348.0,1424.0,26.0,80.0,559.0
2025-11-07 09:00:00,336.0,1412.0,26.0,80.0,561.0
2025-11-07 10:00:00,347.0,1395.0,26.0,79.0,561.0
2025-11-07 11:00:00,354.0,1395.0,26.0,79.0,561.0
2025-11-07 12:00:00,381.0,1456.0,31.0,83.0,578.0
2025-11-07 13:00:00,368.0,1400.0,26.0,80.0,569.0
2025-11-07 14:00:00,366.0,1424.0,26.0,80.0,571.0
2025-11-07 15:00:00,368.0,1430.0,27.0,81.0,572.0
2025-11-07 16:00:00,367.0,1430.0,27.0,81.0,580.0
2025-11-07 17:00:00,366.0,1433.0,26.0,81.0,597.0
2025-11-07 18:00:00,366.0,1460.0,26.0,81.0,613.0
2025-11-07 19:00:00,381.0,1516.0,32.0,84.0,629.0
2025-11-07 20:00:00,366.0,1459.0,26.0,81.0,619.0
2025-11-07 21:00:00,367.0,1482.0,26.0,81.0,619.0
2025-11-07 22:00:00,368.0,1491.0,27.0,81.0,624.0
2025-11-07 23:00:00,368.0,1508.0,27.0,81.0,630.0
2025-11-08 00:00:00,368.0,1524.0,27.0,81.0,630.0
2025-11-08 01:00:00,355.0,1549.0,27.0,81.0,630.0
2025-11-08 02:00:00,352.0,1546.0,27.0,82.0,630.0
2025-11-08 03:00:00,351.0,1414.0,27.0,82.0,500.0
2025-11-08 04:00:00,351.0,1374.0,26.0,81.0,498.0
2025-11-08 05:00:00,350.0,1413.0,26.0,81.0,487.0
2025-11-08 06:00:00,350.0,1421.0,26.0,81.0,479.0
2025-11-08 07:00:00,350.0,1424.0,26.0,81.0,516.0
2025-11-08 08:00:00,350.0,1425.0,26.0,81.0,551.0
2025-11-08 09:00:00,368.0,1471.0,32.0,84.0,574.0
2025-11-08 10:00:00,354.0,1429.0,28.0,82.0,563.0
2025-11-08 11:00:00,356.0,1432.0,28.0,82.0,563.0
2025-11-08 12:00:00,362.0,1450.0,28.0,82.0,571.0
2025-11-08 13:00:00,376.0,1463.0,28.0,82.0,577.0
2025-11-08 14:00:00,454.0,1469.0,28.0,82.0,604.0
2025-11-08 15:00:00,463.0,1491.0,28.0,82.0,628.0
2025-11-08 16:00:00,475.0,1493.0,28.0,82.0,640.0
2025-11-08 17:00:00,487.0,1512.0,28.0,81.0,651.0
2025-11-08 18:00:00,486.0,1522.0,27.0,82.0,659.0
2025-11-08 19:00:00,486.0,1549.0,27.0,82.0,661.0
2025-11-08 20:00:00,481.0,1548.0,27.0,82.0,660.0
2025-11-08 21:00:00,471.0,1548.0,27.0,82.0,660.0
2025-11-08 22:00:00,468.0,1621.0,32.0,83.0,668.0
2025-11-08 23:00:00,472.0,1580.0,27.0,82.0,661.0
2025-11-09 00:00:00,470.0,1580.0,27.0,82.0,661.0
2025-11-09 01:00:00,396.0,1431.0,32.0,84.0,561.0
2025-11-09 02:00:00,396.0,1466.0,32.0,83.0,564.0
2025-11-09 03:00:00,383.0,1421.0,27.0,81.0,512.0
2025-11-09 04:00:00,381.0,1392.0,27.0,81.0,505.0
2025-11-09 05:00:00,381.0,1440.0,26.0,81.0,501.0
2025-11-09 06:00:00,380.0,1445.0,26.0,81.0,493.0
2025-11-09 07:00:00,379.0,1449.0,26.0,81.0,516.0
2025-11-09 08:00:00,379.0,1455.0,26.0,81.0,561.0
2025-11-09 09:00:00,380.0,1456.0,26.0,82.0,562.0
2025-11-09 10:00:00,384.0,1459.0,28.0,82.0,570.0
2025-11-09 11:00:00,390.0,1464.0,28.0,83.0,574.0
2025-11-09 12:00:00,437.0,1478.0,28.0,82.0,580.0
2025-11-09 13:00:00,457.0,1493.0,28.0,83.0,612.0
2025-11-09 14:00:00,472.0,1492.0,28.0,83.0,637.0
2025-11-09 15:00:00,474.0,1493.0,28.0,81.0,649.0
2025-11-09 16:00:00,476.0,1521.0,28.0,81.0,657.0
2025-11-09 17:00:00,491.0,1606.0,32.0,86.0,668.0
2025-11-09 18:00:00,483.0,1606.0,32.0,87.0,668.0
2025-11-09 19:00:00,483.0,1606.0,32.0,85.0,668.0
2025-11-09 20:00:00,475.0,1577.0,27.0,81.0,660.0
2025-11-09 21:00:00,470.0,1576.0,27.0,81.0,660.0
2025-11-09 22:00:00,471.0,1579.0,27.0,82.0,660.0
2025-11-09 23:00:00,463.0,1579.0,27.0,82.0,660.0
2025-11-10 00:00:00,368.0,1491.0,31.0,79.0,589.0
2025-11-10 01:00:00,388.0,1606.0,27.0,82.0,659.0
2025-11-10 02:00:00,377.0,1602.0,27.0,81.0,656.0
2025-11-10 03:00:00,352.0,1421.0,26.0,75.0,516.0
2025-11-10 04:00:00,351.0,1387.0,26.0,81.0,509.0
2025-11-10 05:00:00,351.0,1408.0,26.0,81.0,499.0
2025-11-10 06:00:00,350.0,1427.0,26.0,81.0,493.0
2025-11-10 07:00:00,350.0,1426.0,26.0,81.0,542.0
2025-11-10 08:00:00,350.0,1426.0,26.0,81.0,561.0
2025-11-10 09:00:00,350.0,1425.0,26.0,80.0,565.0
2025-11-10 10:00:00,339.0,1408.0,26.0,80.0,571.0
2025-11-10 11:00:00,347.0,1396.0,27.0,80.0,571.0
2025-11-10 12:00:00,353.0,1400.0,26.0,81.0,571.0
2025-11-10 13:00:00,378.0,1486.0,32.0,83.0,614.0
2025-11-10 14:00:00,381.0,1486.0,31.0,83.0,624.0
2025-11-10 15:00:00,354.0,1437.0,27.0,81.0,586.0
2025-11-10 16:00:00,364.0,1460.0,27.0,81.0,608.0
2025-11-10 17:00:00,366.0,1460.0,27.0,81.0,616.0
2025-11-10 18:00:00,381.0,1516.0,30.0,83.0,616.0
2025-11-10 19:00:00,365.0,1488.0,26.0,81.0,615.0
2025-11-10 20:00:00,365.0,1487.0,27.0,81.0,608.0
2025-11-10 21:00:00,365.0,1487.0,27.0,81.0,609.0
2025-11-10 22:00:00,366.0,1491.0,27.0,81.0,610.0
2025-11-10 23:00:00,366.0,1517.0,27.0,81.0,610.0
2025-11-11 00:00:00,365.0,1544.0,27.0,81.0,609.0
2025-11-11 01:00:00,364.0,1549.0,27.0,81.0,607.0
2025-11-11 02:00:00,347.0,1547.0,26.0,81.0,608.0
2025-11-11 03:00:00,336.0,1417.0,26.0,81.0,515.0
2025-11-11 04:00:00,336.0,1385.0,26.0,81.0,500.0
2025-11-11 05:00:00,335.0,1415.0,26.0,81.0,496.0
2025-11-11 06:00:00,335.0,1427.0,26.0,81.0,479.0
2025-11-11 07:00:00,334.0,1428.0,26.0,81.0,505.0
2025-11-11 08:00:00,334.0,1447.0,26.0,81.0,555.0
2025-11-11 09:00:00,334.0,1454.0,26.0,81.0,561.0
2025-11-11 10:00:00,326.0,1441.0,26.0,81.0,561.0
2025-11-11 11:00:00,351.0,1486.0,32.0,83.0,578.0
2025-11-11 12:00:00,338.0,1436.0,27.0,81.0,568.0
2025-11-11 13:00:00,338.0,1459.0,26.0,82.0,572.0
2025-11-11 14:00:00,350.0,1486.0,31.0,83.0,598.0
2025-11-11 15:00:00,350.0,1486.0,31.0,83.0,596.0
2025-11-11 16:00:00,350.0,1486.0,31.0,83.0,595.0
2025-11-11 17:00:00,349.0,1486.0,31.0,83.0,593.0
2025-11-11 18:00:00,348.0,1486.0,31.0,83.0,591.0
2025-11-11 19:00:00,348.0,1486.0,31.0,83.0,589.0
2025-11-11 20:00:00,348.0,1486.0,31.0,83.0,588.0
2025-11-11 21:00:00,347.0,1486.0,31.0,83.0,586.0
2025-11-11 22:00:00,346.0,1486.0,32.0,84.0,584.0
2025-11-11 23:00:00,346.0,1486.0,32.0,84.0,582.0
2025-11-12 00:00:00,346.0,1486.0,32.0,84.0,580.0
2025-11-12 01:00:00,345.0,1486.0,32.0,84.0,579.0
2025-11-12 02:00:00,344.0,1486.0,32.0,84.0,577.0
2025-11-12 03:00:00,344.0,1486.0,32.0,84.0,575.0
2025-11-12 04:00:00,344.0,1486.0,32.0,84.0,573.0
2025-11-12 05:00:00,343.0,1486.0,32.0,84.0,572.0
2025-11-12 06:00:00,342.0,1486.0,32.0,84.0,570.0
2025-11-12 07:00:00,342.0,1486.0,32.0,84.0,568.0
2025-11-12 08:00:00,342.0,1486.0,32.0,84.0,568.0
2025-11-12 09:00:00,351.0,1486.0,31.0,83.0,568.0
2025-11-12 10:00:00,351.0,1486.0,31.0,83.0,578.0
2025-11-12 11:00:00,331.0,1456.0,26.0,82.0,562.0
2025-11-12 12:00:00,338.0,1459.0,26.0,82.0,563.0
2025-11-12 13:00:00,338.0,1460.0,27.0,82.0,572.0
2025-11-12 14:00:00,337.0,1458.0,26.0,83.0,572.0
2025-11-12 15:00:00,339.0,1467.0,27.0,82.0,582.0
2025-11-12 16:00:00,351.0,1531.0,32.0,86.0,618.0
2025-11-12 17:00:00,337.0,1490.0,26.0,82.0,610.0
2025-11-12 18:00:00,351.0,1546.0,31.0,85.0,618.0
2025-11-12 19:00:00,351.0,1553.0,32.0,83.0,618.0
2025-11-12 20:00:00,351.0,1576.0,32.0,84.0,626.0
2025-11-12 21:00:00,348.0,1591.0,31.0,84.0,628.0
2025-11-12 22:00:00,351.0,1606.0,31.0,83.0,636.0
2025-11-12 23:00:00,337.0,1551.0,27.0,82.0,620.0
2025-11-13 00:00:00,337.0,1571.0,27.0,82.0,620.0
2025-11-13 01:00:00,336.0,1580.0,27.0,82.0,629.0
2025-11-13 02:00:00,335.0,1602.0,27.0,81.0,640.0
2025-11-13 03:00:00,336.0,1436.0,26.0,81.0,498.0
2025-11-13 04:00:00,336.0,1408.0,26.0,81.0,485.0
2025-11-13 05:00:00,331.0,1205.0,28.0,82.0,385.0
2025-11-13 06:00:00,351.0,1426.0,32.0,83.0,431.0
2025-11-13 07:00:00,337.0,1334.0,26.0,82.0,417.0
2025-11-13 08:00:00,334.0,1381.0,26.0,82.0,413.0
2025-11-13 09:00:00,334.0,1390.0,26.0,83.0,426.0
2025-11-13 10:00:00,334.0,1387.0,27.0,83.0,433.0
2025-11-13 11:00:00,336.0,1388.0,27.0,83.0,434.0
2025-11-13 12:00:00,351.0,1456.0,32.0,84.0,486.0
2025-11-13 13:00:00,337.0,1403.0,26.0,82.0,465.0
2025-11-13 14:00:00,336.0,1419.0,26.0,83.0,472.0
2025-11-13 15:00:00,338.0,1436.0,27.0,83.0,481.0
2025-11-13 16:00:00,337.0,1465.0,27.0,83.0,487.0
2025-11-13 17:00:00,336.0,1492.0,27.0,83.0,491.0
2025-11-13 18:00:00,335.0,1517.0,27.0,82.0,493.0
2025-11-13 19:00:00,335.0,1541.0,27.0,82.0,500.0
2025-11-13 20:00:00,335.0,1561.0,27.0,82.0,500.0
2025-11-13 21:00:00,335.0,1583.0,27.0,82.0,505.0
2025-11-13 22:00:00,336.0,1603.0,27.0,82.0,526.0
2025-11-13 23:00:00,336.0,1628.0,27.0,82.0,539.0
2025-11-14 00:00:00,335.0,1655.0,27.0,82.0,547.0
2025-11-14 01:00:00,335.0,1680.0,27.0,82.0,545.0
2025-11-14 02:00:00,334.0,1702.0,27.0,82.0,549.0
2025-11-14 03:00:00,305.0,1498.0,27.0,82.0,421.0
2025-11-14 04:00:00,303.0,1435.0,27.0,82.0,417.0
2025-11-14 05:00:00,303.0,1472.0,26.0,82.0,414.0
2025-11-14 06:00:00,303.0,1487.0,26.0,82.0,416.0
2025-11-14 07:00:00,303.0,1481.0,27.0,82.0,426.0
2025-11-14 08:00:00,303.0,1474.0,27.0,82.0,425.0
2025-11-14 09:00:00,304.0,1446.0,27.0,82.0,426.0
2025-11-14 10:00:00,305.0,1402.0,27.0,82.0,426.0
2025-11-14 11:00:00,307.0,1394.0,27.0,82.0,428.0
2025-11-14 12:00:00,307.0,1416.0,27.0,82.0,430.0
2025-11-14 13:00:00,307.0,1485.0,27.0,82.0,430.0
2025-11-14 14:00:00,306.0,1522.0,27.0,82.0,435.0
2025-11-14 15:00:00,308.0,1541.0,27.0,82.0,448.0
2025-11-14 16:00:00,307.0,1571.0,27.0,82.0,458.0
2025-11-14 17:00:00,321.0,1691.0,32.0,84.0,488.0
2025-11-14 18:00:00,306.0,1620.0,27.0,82.0,470.0
2025-11-14 19:00:00,306.0,1644.0,27.0,82.0,475.0
2025-11-14 20:00:00,306.0,1668.0,27.0,82.0,480.0
2025-11-14 21:00:00,307.0,1674.0,28.0,83.0,485.0
2025-11-14 22:00:00,308.0,1701.0,28.0,82.0,491.0
2025-11-14 23:00:00,308.0,1764.0,28.0,82.0,499.0
2025-11-15 00:00:00,308.0,1854.0,27.0,82.0,502.0
2025-11-15 01:00:00,307.0,1902.0,27.0,82.0,510.0
2025-11-15 02:00:00,307.0,1934.0,27.0,82.0,509.0
2025-11-15 03:00:00,305.0,1517.0,27.0,82.0,411.0
2025-11-15 04:00:00,305.0,1477.0,26.0,82.0,411.0
2025-11-15 05:00:00,305.0,1505.0,27.0,82.0,410.0
2025-11-15 06:00:00,321.0,1576.0,32.0,84.0,438.0
2025-11-15 07:00:00,304.0,1519.0,26.0,83.0,429.0
2025-11-15 08:00:00,305.0,1533.0,26.0,83.0,430.0
2025-11-15 09:00:00,306.0,1547.0,27.0,83.0,431.0
2025-11-15 10:00:00,309.0,1548.0,29.0,82.0,432.0
2025-11-15 11:00:00,310.0,1551.0,29.0,83.0,433.0
2025-11-15 12:00:00,315.0,1553.0,29.0,82.0,448.0
2025-11-15 13:00:00,385.0,1572.0,28.0,82.0,463.0
2025-11-15 14:00:00,385.0,1583.0,28.0,82.0,473.0
2025-11-15 15:00:00,385.0,1597.0,28.0,81.0,482.0
2025-11-15 16:00:00,385.0,1614.0,29.0,82.0,490.0
2025-11-15 17:00:00,385.0,1642.0,28.0,83.0,497.0
2025-11-15 18:00:00,384.0,1664.0,28.0,83.0,503.0
2025-11-15 19:00:00,384.0,1679.0,28.0,82.0,514.0
2025-11-15 20:00:00,396.0,1796.0,32.0,87.0,556.0
2025-11-15 21:00:00,383.0,1697.0,28.0,82.0,539.0
2025-11-15 22:00:00,384.0,1726.0,28.0,82.0,540.0
2025-11-15 23:00:00,384.0,1774.0,28.0,82.0,548.0
2025-11-16 00:00:00,384.0,1808.0,28.0,82.0,550.0
2025-11-16 01:00:00,383.0,1827.0,27.0,82.0,549.0
2025-11-16 02:00:00,382.0,1843.0,27.0,82.0,548.0
2025-11-16 03:00:00,381.0,1564.0,27.0,82.0,426.0
2025-11-16 04:00:00,381.0,1492.0,26.0,82.0,427.0
2025-11-16 05:00:00,380.0,1485.0,26.0,82.0,426.0
2025-11-16 06:00:00,380.0,1518.0,26.0,82.0,429.0
2025-11-16 07:00:00,379.0,1525.0,26.0,82.0,453.0
2025-11-16 08:00:00,379.0,1545.0,26.0,82.0,461.0
2025-11-16 09:00:00,380.0,1544.0,27.0,82.0,465.0
2025-11-16 10:00:00,384.0,1545.0,29.0,82.0,472.0
2025-11-16 11:00:00,387.0,1549.0,29.0,82.0,476.0
2025-11-16 12:00:00,387.0,1552.0,29.0,82.0,483.0
2025-11-16 13:00:00,387.0,1559.0,29.0,82.0,492.0
2025-11-16 14:00:00,386.0,1581.0,29.0,83.0,498.0
2025-11-16 15:00:00,386.0,1582.0,29.0,83.0,503.0
2025-11-16 16:00:00,386.0,1607.0,29.0,82.0,522.0
2025-11-16 17:00:00,385.0,1627.0,28.0,82.0,541.0
2025-11-16 18:00:00,385.0,1644.0,28.0,82.0,551.0
2025-11-16 19:00:00,384.0,1670.0,28.0,82.0,551.0
2025-11-16 20:00:00,383.0,1667.0,28.0,82.0,550.0
2025-11-16 21:00:00,383.0,1681.0,28.0,82.0,549.0
2025-11-16 22:00:00,383.0,1696.0,28.0,82.0,550.0
2025-11-16 23:00:00,383.0,1697.0,27.0,82.0,549.0
2025-11-17 00:00:00,382.0,1713.0,27.0,82.0,549.0
2025-11-17 01:00:00,381.0,1754.0,27.0,82.0,548.0
2025-11-17 02:00:00,381.0,1751.0,27.0,82.0,548.0
2025-11-17 03:00:00,380.0,1552.0,26.0,82.0,442.0
2025-11-17 04:00:00,380.0,1450.0,26.0,82.0,437.0
2025-11-17 05:00:00,379.0,1457.0,26.0,82.0,437.0
2025-11-17 06:00:00,379.0,1477.0,26.0,82.0,438.0
2025-11-17 07:00:00,378.0,1485.0,26.0,82.0,471.0
2025-11-17 08:00:00,364.0,1485.0,26.0,82.0,480.0
2025-11-17 09:00:00,364.0,1484.0,26.0,82.0,481.0
2025-11-17 10:00:00,366.0,1481.0,27.0,82.0,480.0
2025-11-17 11:00:00,369.0,1482.0,26.0,82.0,481.0
2025-11-17 12:00:00,381.0,1486.0,27.0,82.0,489.0
2025-11-17 13:00:00,383.0,1490.0,27.0,82.0,490.0
2025-11-17 14:00:00,382.0,1515.0,27.0,82.0,490.0
2025-11-17 15:00:00,384.0,1520.0,27.0,82.0,497.0
2025-11-17 16:00:00,383.0,1519.0,26.0,82.0,500.0
2025-11-17 17:00:00,381.0,1541.0,27.0,83.0,499.0
2025-11-17 18:00:00,381.0,1547.0,26.0,83.0,506.0
2025-11-17 19:00:00,381.0,1552.0,26.0,83.0,513.0
2025-11-17 20:00:00,380.0,1576.0,27.0,82.0,523.0
2025-11-17 21:00:00,381.0,1577.0,27.0,82.0,529.0
2025-11-17 22:00:00,381.0,1598.0,27.0,82.0,538.0
2025-11-17 23:00:00,381.0,1619.0,27.0,82.0,540.0
2025-11-18 00:00:00,381.0,1644.0,27.0,82.0,540.0
2025-11-18 01:00:00,380.0,1669.0,27.0,82.0,539.0
2025-11-18 02:00:00,379.0,1666.0,27.0,82.0,539.0
2025-11-18 03:00:00,365.0,1488.0,26.0,82.0,446.0
2025-11-18 04:00:00,364.0,1431.0,26.0,82.0,440.0
2025-11-18 05:00:00,363.0,1422.0,26.0,82.0,433.0
2025-11-18 06:00:00,361.0,1444.0,26.0,82.0,440.0
2025-11-18 07:00:00,348.0,1453.0,27.0,82.0,452.0
2025-11-18 08:00:00,348.0,1452.0,26.0,82.0,479.0
2025-11-18 09:00:00,349.0,1447.0,27.0,82.0,479.0
2025-11-18 10:00:00,350.0,1441.0,28.0,82.0,480.0
2025-11-18 11:00:00,353.0,1451.0,27.0,82.0,481.0
2025-11-18 12:00:00,354.0,1459.0,27.0,83.0,485.0
2025-11-18 13:00:00,366.0,1463.0,27.0,82.0,491.0
2025-11-18 14:00:00,381.0,1546.0,32.0,84.0,508.0
2025-11-18 15:00:00,369.0,1490.0,27.0,83.0,495.0
2025-11-18 16:00:00,368.0,1503.0,27.0,83.0,500.0
2025-11-18 17:00:00,367.0,1519.0,27.0,83.0,499.0
2025-11-18 18:00:00,367.0,1519.0,27.0,82.0,508.0
2025-11-18 19:00:00,367.0,1545.0,27.0,82.0,519.0
2025-11-18 20:00:00,366.0,1546.0,27.0,82.0,529.0
2025-11-18 21:00:00,366.0,1545.0,27.0,81.0,530.0
2025-11-18 22:00:00,367.0,1556.0,27.0,81.0,538.0
2025-11-18 23:00:00,381.0,1579.0,32.0,86.0,538.0
2025-11-19 00:00:00,368.0,1551.0,27.0,84.0,496.0
2025-11-19 01:00:00,366.0,1441.0,32.0,84.0,488.0
2025-11-19 02:00:00,366.0,1441.0,27.0,83.0,473.0
2025-11-19 03:00:00,366.0,1451.0,32.0,82.0,478.0
2025-11-19 04:00:00,366.0,1451.0,32.0,83.0,483.0
2025-11-19 05:00:00,366.0,1456.0,26.0,83.0,488.0
2025-11-19 06:00:00,366.0,1422.0,32.0,83.0,488.0
2025-11-19 07:00:00,366.0,1446.0,32.0,84.0,488.0
2025-11-19 08:00:00,348.0,1421.0,26.0,82.0,480.0
2025-11-19 09:00:00,366.0,1418.0,27.0,84.0,498.0
2025-11-19 10:00:00,366.0,1456.0,31.0,83.0,498.0
2025-11-19 11:00:00,366.0,1481.0,31.0,83.0,498.0
2025-11-19 12:00:00,353.0,1417.0,27.0,82.0,491.0
2025-11-19 13:00:00,354.0,1486.0,32.0,84.0,491.0
2025-11-19 14:00:00,381.0,1511.0,32.0,83.0,516.0
2025-11-19 15:00:00,381.0,1460.0,27.0,83.0,529.0
2025-11-19 16:00:00,367.0,1459.0,27.0,82.0,500.0
2025-11-19 17:00:00,367.0,1484.0,32.0,82.0,509.0
2025-11-19 18:00:00,366.0,1488.0,32.0,84.0,522.0
2025-11-19 19:00:00,366.0,1490.0,27.0,82.0,529.0
2025-11-19 20:00:00,381.0,1513.0,27.0,83.0,546.0
2025-11-19 21:00:00,366.0,1514.0,27.0,82.0,529.0
2025-11-19 22:00:00,367.0,1517.0,27.0,82.0,535.0
2025-11-19 23:00:00,367.0,1525.0,27.0,82.0,538.0
2025-11-20 00:00:00,366.0,1548.0,27.0,82.0,536.0
2025-11-20 01:00:00,366.0,1562.0,27.0,82.0,538.0
2025-11-20 02:00:00,381.0,1572.0,27.0,85.0,483.0
2025-11-20 03:00:00,364.0,1426.0,26.0,86.0,449.0
2025-11-20 04:00:00,364.0,1390.0,26.0,83.0,443.0
2025-11-20 05:00:00,364.0,1412.0,26.0,82.0,448.0
2025-11-20 06:00:00,363.0,1422.0,26.0,82.0,437.0
2025-11-20 07:00:00,357.0,1422.0,26.0,82.0,463.0
2025-11-20 08:00:00,349.0,1420.0,26.0,82.0,484.0
2025-11-20 09:00:00,349.0,1417.0,27.0,82.0,490.0
2025-11-20 10:00:00,351.0,1392.0,27.0,82.0,490.0
2025-11-20 11:00:00,381.0,1397.0,27.0,82.0,508.0
2025-11-20 12:00:00,381.0,1471.0,32.0,83.0,511.0
2025-11-20 13:00:00,368.0,1486.0,32.0,82.0,501.0
2025-11-20 14:00:00,367.0,1428.0,27.0,83.0,500.0
2025-11-20 15:00:00,369.0,1449.0,27.0,82.0,505.0
2025-11-20 16:00:00,368.0,1458.0,27.0,82.0,520.0
2025-11-20 17:00:00,381.0,1516.0,31.0,86.0,548.0
2025-11-20 18:00:00,367.0,1485.0,26.0,82.0,539.0
2025-11-20 19:00:00,366.0,1487.0,27.0,82.0,539.0
2025-11-20 20:00:00,366.0,1485.0,27.0,82.0,539.0
2025-11-20 21:00:00,366.0,1484.0,27.0,82.0,539.0
2025-11-20 22:00:00,367.0,1488.0,27.0,82.0,540.0
2025-11-20 23:00:00,367.0,1516.0,27.0,82.0,539.0
2025-11-21 00:00:00,367.0,1520.0,27.0,82.0,540.0
2025-11-21 01:00:00,367.0,1545.0,27.0,82.0,539.0
2025-11-21 02:00:00,366.0,1542.0,27.0,81.0,539.0
2025-11-21 03:00:00,350.0,1427.0,26.0,82.0,439.0
2025-11-21 04:00:00,349.0,1371.0,26.0,82.0,438.0
2025-11-21 05:00:00,348.0,1358.0,26.0,82.0,438.0
2025-11-21 06:00:00,347.0,1354.0,26.0,82.0,439.0
2025-11-21 07:00:00,334.0,1354.0,26.0,82.0,470.0
2025-11-21 08:00:00,334.0,1354.0,26.0,82.0,480.0
2025-11-21 09:00:00,334.0,1347.0,26.0,82.0,480.0
2025-11-21 10:00:00,335.0,1332.0,27.0,83.0,480.0
2025-11-21 11:00:00,338.0,1332.0,27.0,82.0,481.0
2025-11-21 12:00:00,343.0,1333.0,27.0,82.0,485.0
2025-11-21 13:00:00,353.0,1345.0,27.0,82.0,490.0
2025-11-21 14:00:00,351.0,1364.0,27.0,82.0,490.0
2025-11-21 15:00:00,355.0,1393.0,27.0,83.0,494.0
2025-11-21 16:00:00,367.0,1414.0,27.0,82.0,500.0
2025-11-21 17:00:00,396.0,1486.0,32.0,86.0,538.0
2025-11-21 18:00:00,374.0,1441.0,27.0,82.0,508.0
2025-11-21 19:00:00,382.0,1458.0,27.0,82.0,520.0
2025-11-21 20:00:00,382.0,1456.0,32.0,88.0,530.0
2025-11-21 21:00:00,396.0,1546.0,32.0,86.0,548.0
2025-11-21 22:00:00,384.0,1477.0,28.0,82.0,540.0
2025-11-21 23:00:00,384.0,1490.0,27.0,82.0,541.0
2025-11-22 00:00:00,383.0,1518.0,27.0,82.0,540.0
2025-11-22 01:00:00,383.0,1518.0,27.0,82.0,540.0
2025-11-22 02:00:00,382.0,1540.0,27.0,82.0,548.0
2025-11-22 03:00:00,380.0,1390.0,27.0,82.0,442.0
2025-11-22 04:00:00,380.0,1379.0,26.0,82.0,442.0
2025-11-22 05:00:00,380.0,1394.0,26.0,82.0,440.0
2025-11-22 06:00:00,379.0,1392.0,26.0,83.0,438.0
2025-11-22 07:00:00,379.0,1391.0,26.0,83.0,465.0
2025-11-22 08:00:00,379.0,1390.0,26.0,82.0,481.0
2025-11-22 09:00:00,381.0,1388.0,27.0,83.0,481.0
2025-11-22 10:00:00,384.0,1395.0,29.0,83.0,487.0
2025-11-22 11:00:00,387.0,1399.0,29.0,82.0,493.0
2025-11-22 12:00:00,387.0,1408.0,28.0,82.0,497.0
2025-11-22 13:00:00,387.0,1432.0,28.0,83.0,502.0
2025-11-22 14:00:00,386.0,1443.0,28.0,82.0,516.0
2025-11-22 15:00:00,386.0,1460.0,28.0,82.0,536.0
2025-11-22 16:00:00,386.0,1473.0,28.0,82.0,548.0
2025-11-22 17:00:00,386.0,1493.0,28.0,82.0,558.0
2025-11-22 18:00:00,470.0,1520.0,28.0,82.0,569.0
2025-11-22 19:00:00,486.0,1530.0,28.0,82.0,575.0
2025-11-22 20:00:00,485.0,1544.0,28.0,82.0,596.0
2025-11-22 21:00:00,484.0,1539.0,28.0,82.0,607.0
2025-11-22 22:00:00,485.0,1543.0,28.0,82.0,607.0
2025-11-22 23:00:00,485.0,1545.0,28.0,81.0,606.0
2025-11-23 00:00:00,485.0,1544.0,27.0,81.0,607.0
2025-11-23 01:00:00,483.0,1543.0,27.0,81.0,607.0
2025-11-23 02:00:00,470.0,1532.0,27.0,81.0,607.0
2025-11-23 03:00:00,435.0,1412.0,26.0,82.0,460.0
2025-11-23 04:00:00,423.0,1388.0,26.0,82.0,461.0
2025-11-23 05:00:00,396.0,1426.0,32.0,83.0,508.0
2025-11-23 06:00:00,401.0,1391.0,26.0,82.0,456.0
2025-11-23 07:00:00,380.0,1391.0,26.0,82.0,484.0
2025-11-23 08:00:00,379.0,1391.0,26.0,82.0,500.0
2025-11-23 09:00:00,381.0,1387.0,27.0,82.0,501.0
2025-11-23 10:00:00,386.0,1391.0,28.0,82.0,502.0
2025-11-23 11:00:00,419.0,1397.0,29.0,83.0,513.0
2025-11-23 12:00:00,438.0,1401.0,29.0,83.0,531.0
2025-11-23 13:00:00,466.0,1426.0,28.0,83.0,546.0
2025-11-23 14:00:00,480.0,1429.0,28.0,82.0,557.0
