date,.357 Magnum 9号霰射鼠弹,.357 Magnum FMJ,.357 Magnum HP,.357 Magnum JHP
2025-09-12 21:00:00,208.0,500.0,136.0,499.0
2025-09-12 22:00:00,208.0,500.0,136.0,529.0
2025-09-12 23:00:00,208.0,478.0,136.0,439.0
2025-09-13 00:00:00,201.0,500.0,136.0,404.0
2025-09-13 01:00:00,183.0,489.0,136.0,399.0
2025-09-13 02:00:00,183.0,478.0,136.0,419.0
2025-09-13 03:00:00,183.0,500.0,136.0,439.0
2025-09-13 04:00:00,187.0,478.0,136.0,439.0
2025-09-13 05:00:00,188.0,500.0,136.0,379.0
2025-09-13 06:00:00,188.0,534.0,136.0,449.0
2025-09-13 07:00:00,188.0,478.0,136.0,449.0
2025-09-13 08:00:00,188.0,523.0,136.0,514.0
2025-09-13 09:00:00,193.0,500.0,136.0,599.0
2025-09-13 10:00:00,198.0,500.0,136.0,599.0
2025-09-13 11:00:00,198.0,523.0,136.0,629.0
2025-09-13 12:00:00,201.0,534.0,136.0,619.0
2025-09-13 13:00:00,203.0,500.0,136.0,609.0
2025-09-13 14:00:00,208.0,523.0,136.0,619.0
2025-09-13 15:00:00,208.0,500.0,136.0,629.0
2025-09-13 16:00:00,213.0,534.0,136.0,609.0
2025-09-13 17:00:00,213.0,500.0,136.0,599.0
2025-09-13 18:00:00,213.0,500.0,136.0,599.0
2025-09-13 19:00:00,213.0,500.0,136.0,599.0
2025-09-13 20:00:00,218.0,500.0,136.0,609.0
2025-09-13 21:00:00,218.0,511.0,136.0,624.0
2025-09-13 22:00:00,218.0,500.0,136.0,569.0
2025-09-13 23:00:00,223.0,466.0,136.0,584.0
2025-09-14 00:00:00,177.0,466.0,136.0,489.0
2025-09-14 01:00:00,183.0,500.0,136.0,509.0
2025-09-14 02:00:00,183.0,500.0,136.0,539.0
2025-09-14 03:00:00,183.0,500.0,136.0,569.0
2025-09-14 04:00:00,188.0,523.0,136.0,459.0
2025-09-14 05:00:00,188.0,511.0,136.0,479.0
2025-09-14 06:00:00,188.0,500.0,136.0,484.0
2025-09-14 07:00:00,188.0,489.0,136.0,599.0
2025-09-14 08:00:00,188.0,500.0,136.0,609.0
2025-09-14 09:00:00,193.0,489.0,136.0,624.0
2025-09-14 10:00:00,198.0,534.0,136.0,619.0
2025-09-14 11:00:00,198.0,523.0,136.0,639.0
2025-09-14 12:00:00,203.0,511.0,136.0,654.0
2025-09-14 13:00:00,203.0,534.0,136.0,659.0
2025-09-14 14:00:00,208.0,545.0,136.0,664.0
2025-09-14 15:00:00,208.0,500.0,136.0,679.0
2025-09-14 16:00:00,213.0,523.0,136.0,679.0
2025-09-14 17:00:00,213.0,500.0,136.0,644.0
2025-09-14 18:00:00,213.0,500.0,136.0,649.0
2025-09-14 19:00:00,218.0,500.0,136.0,644.0
2025-09-14 20:00:00,218.0,500.0,136.0,619.0
2025-09-14 21:00:00,218.0,523.0,136.0,599.0
2025-09-14 22:00:00,218.0,478.0,136.0,499.0
2025-09-14 23:00:00,218.0,523.0,136.0,469.0
2025-09-15 00:00:00,214.0,466.0,136.0,439.0
2025-09-15 01:00:00,178.0,511.0,136.0,504.0
2025-09-15 02:00:00,182.0,466.0,136.0,479.0
2025-09-15 03:00:00,183.0,500.0,136.0,439.0
2025-09-15 04:00:00,183.0,478.0,136.0,394.0
2025-09-15 05:00:00,183.0,478.0,136.0,459.0
2025-09-15 06:00:00,183.0,466.0,136.0,404.0
2025-09-15 07:00:00,183.0,455.0,136.0,399.0
2025-09-15 08:00:00,183.0,455.0,136.0,449.0
2025-09-15 09:00:00,188.0,500.0,136.0,409.0
2025-09-15 10:00:00,188.0,545.0,136.0,379.0
2025-09-15 11:00:00,188.0,478.0,136.0,409.0
2025-09-15 12:00:00,188.0,466.0,136.0,444.0
2025-09-15 13:00:00,192.0,489.0,136.0,434.0
2025-09-15 14:00:00,193.0,489.0,136.0,394.0
2025-09-15 15:00:00,193.0,523.0,136.0,379.0
2025-09-15 16:00:00,193.0,500.0,136.0,399.0
2025-09-15 17:00:00,193.0,500.0,136.0,434.0
2025-09-15 18:00:00,198.0,500.0,136.0,414.0
2025-09-15 19:00:00,198.0,478.0,136.0,389.0
2025-09-15 20:00:00,202.0,489.0,136.0,434.0
2025-09-15 21:00:00,203.0,455.0,136.0,434.0
2025-09-15 22:00:00,203.0,511.0,136.0,394.0
2025-09-15 23:00:00,203.0,466.0,136.0,424.0
2025-09-16 00:00:00,188.0,489.0,136.0,394.0
2025-09-16 01:00:00,179.0,500.0,136.0,399.0
2025-09-16 02:00:00,183.0,556.0,136.0,359.0
2025-09-16 03:00:00,181.0,523.0,136.0,359.0
2025-09-16 04:00:00,183.0,489.0,136.0,359.0
2025-09-16 05:00:00,188.0,523.0,136.0,379.0
2025-09-16 06:00:00,184.0,489.0,136.0,359.0
2025-09-16 07:00:00,188.0,568.0,136.0,429.0
2025-09-16 08:00:00,188.0,500.0,136.0,379.0
2025-09-16 09:00:00,188.0,568.0,136.0,359.0
2025-09-16 10:00:00,188.0,523.0,136.0,349.0
2025-09-16 11:00:00,188.0,489.0,136.0,379.0
2025-09-16 12:00:00,187.0,500.0,136.0,384.0
2025-09-16 13:00:00,192.0,500.0,136.0,419.0
2025-09-16 14:00:00,189.0,478.0,136.0,389.0
2025-09-16 15:00:00,192.0,523.0,136.0,364.0
2025-09-16 16:00:00,188.0,489.0,136.0,414.0
2025-09-16 17:00:00,192.0,466.0,136.0,339.0
2025-09-16 18:00:00,198.0,500.0,136.0,369.0
2025-09-16 19:00:00,198.0,500.0,136.0,429.0
2025-09-16 20:00:00,203.0,500.0,136.0,404.0
2025-09-16 21:00:00,203.0,455.0,136.0,424.0
2025-09-16 22:00:00,203.0,500.0,136.0,389.0
2025-09-16 23:00:00,203.0,478.0,136.0,409.0
2025-09-17 00:00:00,204.0,511.0,136.0,374.0
2025-09-17 01:00:00,176.0,478.0,136.0,389.0
2025-09-17 02:00:00,178.0,455.0,136.0,379.0
2025-09-17 03:00:00,178.0,455.0,136.0,379.0
2025-09-17 04:00:00,143.0,455.0,136.0,379.0
2025-09-17 05:00:00,173.0,466.0,136.0,279.0
2025-09-17 06:00:00,176.0,478.0,136.0,309.0
2025-09-17 07:00:00,172.0,478.0,136.0,324.0
2025-09-17 08:00:00,179.0,478.0,136.0,349.0
2025-09-17 09:00:00,173.0,500.0,136.0,339.0
2025-09-17 10:00:00,173.0,455.0,136.0,384.0
2025-09-17 11:00:00,159.0,500.0,136.0,299.0
2025-09-17 12:00:00,183.0,500.0,136.0,279.0
2025-09-17 13:00:00,179.0,523.0,136.0,299.0
2025-09-17 14:00:00,178.0,500.0,136.0,299.0
2025-09-17 15:00:00,187.0,466.0,136.0,264.0
2025-09-17 16:00:00,186.0,478.0,136.0,299.0
2025-09-17 17:00:00,186.0,500.0,136.0,299.0
2025-09-17 18:00:00,181.0,534.0,136.0,284.0
2025-09-17 19:00:00,188.0,500.0,136.0,279.0
2025-09-17 20:00:00,189.0,500.0,136.0,309.0
2025-09-17 21:00:00,193.0,466.0,136.0,344.0
2025-09-17 22:00:00,193.0,500.0,136.0,289.0
2025-09-17 23:00:00,198.0,478.0,136.0,279.0
2025-09-18 00:00:00,187.0,466.0,136.0,284.0
2025-09-18 01:00:00,173.0,500.0,136.0,279.0
2025-09-18 02:00:00,178.0,500.0,136.0,259.0
2025-09-18 03:00:00,178.0,455.0,136.0,289.0
2025-09-18 04:00:00,178.0,478.0,136.0,289.0
2025-09-18 05:00:00,182.0,478.0,136.0,339.0
2025-09-18 06:00:00,183.0,500.0,136.0,279.0
2025-09-18 07:00:00,183.0,500.0,136.0,304.0
2025-09-18 08:00:00,183.0,500.0,136.0,319.0
2025-09-18 09:00:00,183.0,466.0,136.0,289.0
2025-09-18 10:00:00,182.0,455.0,136.0,294.0
2025-09-18 11:00:00,181.0,500.0,136.0,299.0
2025-09-18 12:00:00,182.0,489.0,136.0,324.0
2025-09-18 13:00:00,188.0,500.0,136.0,304.0
2025-09-18 14:00:00,188.0,500.0,136.0,284.0
2025-09-18 15:00:00,188.0,500.0,136.0,314.0
2025-09-18 16:00:00,189.0,489.0,136.0,319.0
2025-09-18 17:00:00,189.0,500.0,136.0,314.0
2025-09-18 18:00:00,193.0,500.0,136.0,354.0
2025-09-18 19:00:00,197.0,500.0,136.0,314.0
2025-09-18 20:00:00,194.0,500.0,136.0,339.0
2025-09-18 21:00:00,198.0,478.0,136.0,359.0
2025-09-18 22:00:00,198.0,489.0,136.0,344.0
2025-09-18 23:00:00,202.0,500.0,136.0,309.0
2025-09-19 00:00:00,202.0,545.0,136.0,329.0
2025-09-19 01:00:00,173.0,455.0,136.0,319.0
2025-09-19 02:00:00,178.0,500.0,136.0,374.0
2025-09-19 03:00:00,178.0,500.0,136.0,359.0
2025-09-19 04:00:00,178.0,534.0,136.0,369.0
2025-09-19 05:00:00,183.0,500.0,136.0,339.0
2025-09-19 06:00:00,182.0,500.0,136.0,334.0
2025-09-19 07:00:00,183.0,500.0,136.0,309.0
2025-09-19 08:00:00,183.0,500.0,136.0,299.0
2025-09-19 09:00:00,183.0,466.0,136.0,334.0
2025-09-19 10:00:00,183.0,511.0,136.0,314.0
2025-09-19 11:00:00,183.0,455.0,136.0,354.0
2025-09-19 12:00:00,188.0,489.0,136.0,369.0
2025-09-19 13:00:00,188.0,500.0,136.0,379.0
2025-09-19 14:00:00,188.0,466.0,136.0,324.0
2025-09-19 15:00:00,191.0,478.0,136.0,319.0
2025-09-19 16:00:00,191.0,478.0,136.0,319.0
2025-09-19 17:00:00,193.0,500.0,136.0,409.0
2025-09-19 18:00:00,193.0,523.0,136.0,429.0
2025-09-19 19:00:00,197.0,511.0,136.0,439.0
2025-09-19 20:00:00,198.0,511.0,136.0,469.0
2025-09-19 21:00:00,203.0,534.0,136.0,449.0
2025-09-19 22:00:00,203.0,545.0,136.0,464.0
2025-09-19 23:00:00,208.0,534.0,136.0,399.0
2025-09-20 00:00:00,208.0,534.0,136.0,364.0
2025-09-20 01:00:00,177.0,511.0,136.0,324.0
2025-09-20 02:00:00,182.0,511.0,136.0,369.0
2025-09-20 03:00:00,183.0,511.0,136.0,384.0
2025-09-20 04:00:00,183.0,511.0,136.0,304.0
2025-09-20 05:00:00,183.0,568.0,136.0,324.0
2025-09-20 06:00:00,184.0,579.0,136.0,349.0
2025-09-20 07:00:00,188.0,545.0,136.0,459.0
2025-09-20 08:00:00,188.0,545.0,136.0,489.0
2025-09-20 09:00:00,192.0,545.0,136.0,499.0
2025-09-20 10:00:00,193.0,545.0,136.0,504.0
2025-09-20 11:00:00,198.0,523.0,136.0,569.0
2025-09-20 12:00:00,198.0,545.0,136.0,569.0
2025-09-20 13:00:00,201.0,545.0,136.0,589.0
2025-09-20 14:00:00,203.0,545.0,136.0,589.0
2025-09-20 15:00:00,207.0,545.0,136.0,609.0
2025-09-20 16:00:00,208.0,511.0,136.0,599.0
2025-09-20 17:00:00,208.0,545.0,136.0,589.0
2025-09-20 18:00:00,213.0,545.0,136.0,584.0
2025-09-20 19:00:00,213.0,545.0,136.0,579.0
2025-09-20 20:00:00,213.0,545.0,136.0,584.0
2025-09-20 21:00:00,217.0,545.0,136.0,579.0
2025-09-20 22:00:00,218.0,545.0,136.0,529.0
2025-09-20 23:00:00,218.0,511.0,136.0,494.0
2025-09-21 00:00:00,218.0,500.0,136.0,419.0
2025-09-21 01:00:00,178.0,534.0,136.0,484.0
2025-09-21 02:00:00,183.0,511.0,136.0,419.0
2025-09-21 03:00:00,183.0,500.0,136.0,509.0
2025-09-21 04:00:00,183.0,545.0,136.0,409.0
2025-09-21 05:00:00,183.0,556.0,136.0,384.0
2025-09-21 06:00:00,188.0,534.0,136.0,454.0
2025-09-21 07:00:00,188.0,556.0,136.0,479.0
2025-09-21 08:00:00,188.0,590.0,136.0,589.0
2025-09-21 09:00:00,193.0,590.0,136.0,619.0
2025-09-21 10:00:00,198.0,568.0,136.0,629.0
2025-09-21 11:00:00,198.0,590.0,136.0,634.0
2025-09-21 12:00:00,203.0,590.0,136.0,644.0
2025-09-21 13:00:00,203.0,590.0,136.0,649.0
2025-09-21 14:00:00,208.0,590.0,136.0,649.0
2025-09-21 15:00:00,208.0,556.0,136.0,659.0
2025-09-21 16:00:00,208.0,590.0,136.0,679.0
2025-09-21 17:00:00,213.0,556.0,136.0,644.0
2025-09-21 18:00:00,213.0,568.0,136.0,589.0
2025-09-21 19:00:00,213.0,556.0,136.0,629.0
2025-09-21 20:00:00,213.0,590.0,136.0,589.0
2025-09-21 21:00:00,213.0,545.0,136.0,489.0
2025-09-21 22:00:00,218.0,511.0,136.0,434.0
2025-09-21 23:00:00,218.0,511.0,136.0,419.0
2025-09-22 00:00:00,218.0,500.0,136.0,394.0
2025-09-22 01:00:00,173.0,523.0,136.0,419.0
2025-09-22 02:00:00,174.0,511.0,136.0,369.0
2025-09-22 03:00:00,174.0,500.0,136.0,344.0
2025-09-22 04:00:00,178.0,500.0,136.0,409.0
2025-09-22 05:00:00,183.0,466.0,136.0,269.0
2025-09-22 06:00:00,183.0,568.0,136.0,349.0
2025-09-22 07:00:00,183.0,466.0,136.0,389.0
2025-09-22 08:00:00,182.0,500.0,136.0,339.0
2025-09-22 09:00:00,181.0,500.0,136.0,369.0
2025-09-22 10:00:00,178.0,534.0,136.0,364.0
2025-09-22 11:00:00,178.0,500.0,136.0,344.0
2025-09-22 12:00:00,188.0,500.0,136.0,314.0
2025-09-22 13:00:00,188.0,511.0,136.0,309.0
2025-09-22 14:00:00,184.0,455.0,136.0,359.0
2025-09-22 15:00:00,183.0,455.0,136.0,309.0
2025-09-22 16:00:00,188.0,478.0,136.0,339.0
2025-09-22 17:00:00,193.0,523.0,136.0,369.0
2025-09-22 18:00:00,193.0,500.0,136.0,294.0
2025-09-22 19:00:00,193.0,500.0,136.0,319.0
2025-09-22 20:00:00,193.0,500.0,136.0,284.0
2025-09-22 21:00:00,198.0,500.0,136.0,309.0
2025-09-22 22:00:00,198.0,568.0,136.0,289.0
2025-09-22 23:00:00,197.0,500.0,136.0,284.0
2025-09-23 00:00:00,194.0,500.0,136.0,269.0
2025-09-23 01:00:00,173.0,500.0,136.0,319.0
2025-09-23 02:00:00,178.0,500.0,136.0,324.0
2025-09-23 03:00:00,178.0,523.0,136.0,339.0
2025-09-23 04:00:00,183.0,466.0,136.0,324.0
2025-09-23 05:00:00,178.0,466.0,136.0,309.0
2025-09-23 06:00:00,181.0,478.0,136.0,329.0
2025-09-23 07:00:00,179.0,489.0,136.0,334.0
2025-09-23 08:00:00,179.0,466.0,136.0,379.0
2025-09-23 09:00:00,183.0,500.0,136.0,339.0
2025-09-23 10:00:00,188.0,500.0,136.0,379.0
2025-09-23 11:00:00,188.0,500.0,136.0,339.0
2025-09-23 12:00:00,188.0,500.0,136.0,389.0
2025-09-23 13:00:00,191.0,478.0,136.0,379.0
2025-09-23 14:00:00,193.0,489.0,136.0,349.0
2025-09-23 15:00:00,193.0,500.0,136.0,399.0
2025-09-23 16:00:00,193.0,500.0,136.0,429.0
2025-09-23 17:00:00,198.0,500.0,136.0,359.0
2025-09-23 18:00:00,198.0,478.0,136.0,359.0
2025-09-23 19:00:00,199.0,489.0,136.0,384.0
2025-09-23 20:00:00,196.0,487.0,136.0,355.0
2025-09-23 21:00:00,196.0,488.0,145.0,380.0
2025-09-23 22:00:00,197.0,484.0,146.0,388.0
2025-09-23 23:00:00,201.0,478.0,147.0,391.0
2025-09-24 00:00:00,201.0,479.0,147.0,379.0
2025-09-24 01:00:00,201.0,475.0,145.0,366.0
2025-09-24 02:00:00,204.0,501.0,143.0,386.0
2025-09-24 03:00:00,181.0,472.0,132.0,376.0
2025-09-24 04:00:00,173.0,481.0,134.0,361.0
2025-09-24 05:00:00,177.0,478.0,133.0,372.0
2025-09-24 06:00:00,179.0,479.0,135.0,379.0
2025-09-24 07:00:00,180.0,485.0,133.0,395.0
2025-09-24 08:00:00,181.0,502.0,136.0,399.0
2025-09-24 09:00:00,181.0,499.0,136.0,394.0
2025-09-24 10:00:00,181.0,507.0,143.0,395.0
2025-09-24 11:00:00,182.0,477.0,146.0,399.0
2025-09-24 12:00:00,186.0,510.0,145.0,416.0
2025-09-24 13:00:00,186.0,494.0,145.0,408.0
2025-09-24 14:00:00,187.0,483.0,147.0,440.0
2025-09-24 15:00:00,191.0,478.0,147.0,439.0
2025-09-24 16:00:00,191.0,478.0,147.0,464.0
2025-09-24 17:00:00,191.0,485.0,146.0,446.0
2025-09-24 18:00:00,196.0,477.0,146.0,451.0
2025-09-24 19:00:00,196.0,478.0,146.0,449.0
2025-09-24 20:00:00,196.0,477.0,147.0,444.0
2025-09-24 21:00:00,196.0,501.0,147.0,419.0
2025-09-24 22:00:00,201.0,481.0,148.0,462.0
2025-09-24 23:00:00,201.0,478.0,147.0,465.0
2025-09-25 00:00:00,201.0,478.0,147.0,469.0
2025-09-25 01:00:00,203.0,479.0,145.0,432.0
2025-09-25 02:00:00,204.0,498.0,145.0,401.0
2025-09-25 03:00:00,175.0,478.0,142.0,395.0
2025-09-25 04:00:00,175.0,465.0,143.0,404.0
2025-09-25 05:00:00,180.0,495.0,136.0,417.0
2025-09-25 06:00:00,181.0,467.0,136.0,399.0
2025-09-25 07:00:00,179.0,469.0,133.0,428.0
2025-09-25 08:00:00,181.0,494.0,134.0,427.0
2025-09-25 09:00:00,181.0,479.0,138.0,433.0
2025-09-25 10:00:00,181.0,515.0,140.0,425.0
2025-09-25 11:00:00,181.0,498.0,129.0,403.0
2025-09-25 12:00:00,184.0,502.0,140.0,399.0
2025-09-25 13:00:00,186.0,490.0,136.0,438.0
2025-09-25 14:00:00,186.0,493.0,138.0,429.0
2025-09-25 15:00:00,187.0,485.0,143.0,445.0
2025-09-25 16:00:00,190.0,474.0,142.0,441.0
2025-09-25 17:00:00,191.0,467.0,143.0,446.0
2025-09-25 18:00:00,190.0,495.0,136.0,471.0
2025-09-25 19:00:00,191.0,485.0,143.0,452.0
2025-09-25 20:00:00,191.0,486.0,141.0,409.0
2025-09-25 21:00:00,196.0,475.0,145.0,460.0
2025-09-25 22:00:00,196.0,483.0,145.0,466.0
2025-09-25 23:00:00,203.0,500.0,144.5,449.0
2025-09-26 00:00:00,201.0,477.0,144.0,524.0
2025-09-26 01:00:00,201.0,481.0,141.0,461.0
2025-09-26 02:00:00,200.0,488.0,140.0,446.0
2025-09-26 03:00:00,173.0,505.0,127.0,401.0
2025-09-26 04:00:00,175.0,478.0,128.0,413.0
2025-09-26 05:00:00,178.0,525.0,129.0,417.0
2025-09-26 06:00:00,180.0,938.0,136.0,385.0
2025-09-26 07:00:00,181.0,544.0,130.0,376.0
2025-09-26 08:00:00,181.0,869.0,131.0,451.0
2025-09-26 09:00:00,181.0,1208.0,131.0,442.0
2025-09-26 10:00:00,187.0,523.0,127.0,349.0
2025-09-26 11:00:00,184.0,774.0,123.0,383.0
2025-09-26 12:00:00,185.0,486.0,101.0,370.0
2025-09-26 13:00:00,185.0,508.0,96.0,340.0
2025-09-26 14:00:00,185.0,486.0,98.0,328.0
2025-09-26 15:00:00,186.0,497.0,99.0,381.0
2025-09-26 16:00:00,189.0,491.0,103.0,342.0
2025-09-26 17:00:00,189.0,500.0,102.0,384.0
2025-09-26 18:00:00,191.0,474.0,101.0,338.0
2025-09-26 19:00:00,187.0,474.0,103.0,381.0
2025-09-26 20:00:00,194.0,481.0,105.0,385.0
2025-09-26 21:00:00,196.0,493.0,106.0,421.0
2025-09-26 22:00:00,199.0,477.0,113.0,455.0
2025-09-26 23:00:00,202.0,480.0,135.0,449.0
2025-09-27 00:00:00,206.0,479.0,143.0,425.0
2025-09-27 01:00:00,207.0,471.0,143.0,406.0
2025-09-27 02:00:00,211.0,496.0,141.0,393.0
2025-09-27 03:00:00,181.0,478.0,126.0,392.0
2025-09-27 04:00:00,180.0,483.0,113.0,409.0
2025-09-27 05:00:00,182.0,494.0,112.0,385.0
2025-09-27 06:00:00,186.0,486.0,110.0,366.0
2025-09-27 07:00:00,186.0,509.0,103.0,386.0
2025-09-27 08:00:00,186.0,492.0,104.0,387.0
2025-09-27 09:00:00,187.0,515.0,115.0,422.0
2025-09-27 10:00:00,189.0,506.0,122.0,458.0
2025-09-27 11:00:00,192.0,500.0,140.0,497.0
2025-09-27 12:00:00,203.0,545.0,143.5,549.0
2025-09-27 13:00:00,197.0,519.0,147.0,569.0
2025-09-27 14:00:00,202.0,513.0,147.0,558.0
2025-09-27 15:00:00,202.0,517.0,148.0,541.0
2025-09-27 16:00:00,207.0,519.0,148.0,557.0
2025-09-27 17:00:00,207.0,516.0,148.0,542.0
2025-09-27 18:00:00,218.0,534.0,148.0,509.0
2025-09-27 19:00:00,211.0,515.0,148.0,522.0
2025-09-27 20:00:00,213.0,515.0,148.0,518.0
2025-09-27 21:00:00,216.0,515.0,147.0,518.0
2025-09-27 22:00:00,216.0,501.0,147.0,510.0
2025-09-27 23:00:00,216.0,502.0,146.0,492.0
2025-09-28 00:00:00,218.0,498.0,145.0,413.0
2025-09-28 01:00:00,221.0,499.0,142.0,409.0
2025-09-28 02:00:00,225.0,499.0,132.0,395.0
2025-09-28 03:00:00,181.0,484.0,119.0,384.0
2025-09-28 04:00:00,175.0,500.0,110.0,398.0
2025-09-28 05:00:00,176.0,474.0,112.0,387.0
2025-09-28 06:00:00,179.0,484.0,110.0,385.0
2025-09-28 07:00:00,181.0,471.0,103.0,346.0
2025-09-28 08:00:00,180.0,469.0,100.0,371.0
2025-09-28 09:00:00,181.0,483.0,113.0,402.0
2025-09-28 10:00:00,180.0,484.0,116.0,405.0
2025-09-28 11:00:00,181.0,508.0,119.0,369.0
2025-09-28 12:00:00,181.0,491.0,122.0,364.0
2025-09-28 13:00:00,181.0,503.0,128.0,354.0
2025-09-28 14:00:00,185.0,461.0,128.0,394.0
2025-09-28 15:00:00,186.0,489.0,131.0,400.0
2025-09-28 16:00:00,187.0,481.0,135.0,379.0
2025-09-28 17:00:00,187.0,476.0,133.0,367.0
2025-09-28 18:00:00,191.0,816.0,133.0,370.0
2025-09-28 19:00:00,191.0,527.0,132.0,409.0
2025-09-28 20:00:00,191.0,480.0,134.0,390.0
2025-09-28 21:00:00,191.0,491.0,134.0,414.0
