时间戳,时间,均价,数据类型
1767769200000,2026-01-07 15:00:00,1398,sampled
1767780000000,2026-01-07 18:00:00,1477,sampled
1767790800000,2026-01-07 21:00:00,1498,sampled
1767801600000,2026-01-08 00:00:00,1567,sampled
1767812400000,2026-01-08 03:00:00,1488,sampled
1767823200000,2026-01-08 06:00:00,1460,sampled
1767834000000,2026-01-08 09:00:00,1433,sampled
1767844800000,2026-01-08 12:00:00,1366,sampled
1767855600000,2026-01-08 15:00:00,1433,sampled
1767866400000,2026-01-08 18:00:00,1477,sampled
1767877200000,2026-01-08 21:00:00,1498,sampled
1767888000000,2026-01-09 00:00:00,1552,sampled
1767898800000,2026-01-09 03:00:00,1468,sampled
1767909600000,2026-01-09 06:00:00,1369,sampled
1767920400000,2026-01-09 09:00:00,1325,sampled
1767931200000,2026-01-09 12:00:00,1357,sampled
1767942000000,2026-01-09 15:00:00,1329,sampled
1767952800000,2026-01-09 18:00:00,1392,sampled
1767963600000,2026-01-09 21:00:00,1429,sampled
1767974400000,2026-01-10 00:00:00,1489,sampled
1767985200000,2026-01-10 03:00:00,1430,sampled
1767996000000,2026-01-10 06:00:00,1385,sampled
1768006800000,2026-01-10 09:00:00,1318,sampled
1768017600000,2026-01-10 12:00:00,1383,sampled
1768028400000,2026-01-10 15:00:00,1433,sampled
1768039200000,2026-01-10 18:00:00,1517,sampled
1768050000000,2026-01-10 21:00:00,1548,sampled
1768060800000,2026-01-11 00:00:00,1535,sampled
1768071600000,2026-01-11 03:00:00,1437,sampled
1768082400000,2026-01-11 06:00:00,1449,sampled
1768093200000,2026-01-11 09:00:00,1442,sampled
1768104000000,2026-01-11 12:00:00,1408,sampled
1768114800000,2026-01-11 15:00:00,1467,sampled
1768125600000,2026-01-11 18:00:00,1515,sampled
1768136400000,2026-01-11 21:00:00,1507,sampled
1768147200000,2026-01-12 00:00:00,1504,sampled
1768158000000,2026-01-12 03:00:00,1420,sampled
1768168800000,2026-01-12 06:00:00,1425,sampled
1768179600000,2026-01-12 09:00:00,1406,sampled
1768190400000,2026-01-12 12:00:00,1301,sampled
1768201200000,2026-01-12 15:00:00,1301,sampled
1768210200000,2026-01-12 17:30:00,1328,sampled
1768224600000,2026-01-12 21:30:00,1363,sampled
1768233600000,2026-01-13 00:00:00,1530,sampled
1768244400000,2026-01-13 03:00:00,1493,sampled
1768255200000,2026-01-13 06:00:00,1458,sampled
1768266000000,2026-01-13 09:00:00,1376,sampled
1768276800000,2026-01-13 12:00:00,1361,sampled
1768287600000,2026-01-13 15:00:00,1379,sampled
1768298400000,2026-01-13 18:00:00,1506,sampled
1768307400000,2026-01-13 20:30:00,1533,sampled
1768320000000,2026-01-14 00:00:00,1572,sampled
1768330800000,2026-01-14 03:00:00,1497,sampled
1768341600000,2026-01-14 06:00:00,1461,sampled
1768352400000,2026-01-14 09:00:00,1445,sampled
1768363200000,2026-01-14 12:00:00,1426,sampled
1768374000000,2026-01-14 15:00:00,1465,sampled
1768384800000,2026-01-14 18:00:00,1516,sampled
1768395600000,2026-01-14 21:00:00,1531,sampled
1768406400000,2026-01-15 00:00:00,1562,sampled
1768417200000,2026-01-15 03:00:00,1484,sampled
1768428000000,2026-01-15 06:00:00,1452,sampled
1768438800000,2026-01-15 09:00:00,1397,sampled
1768449600000,2026-01-15 12:00:00,1356,sampled
1768460400000,2026-01-15 15:00:00,1363,sampled
1768471200000,2026-01-15 18:00:00,1440,sampled
1768482000000,2026-01-15 21:00:00,1460,sampled
