时间戳,时间,均价,数据类型
1770015600000,2026-02-02 15:00:00,2216,sampled
1770026400000,2026-02-02 18:00:00,2323,sampled
1770037200000,2026-02-02 21:00:00,2337,sampled
1770046200000,2026-02-02 23:30:00,2369,sampled
1770057000000,2026-02-03 02:30:00,2300,sampled
1770069600000,2026-02-03 06:00:00,2051,sampled
1770080400000,2026-02-03 09:00:00,2045,sampled
1770091200000,2026-02-03 12:00:00,2094,sampled
1770102000000,2026-02-03 15:00:00,2204,sampled
1770112800000,2026-02-03 18:00:00,2311,sampled
1770123600000,2026-02-03 21:00:00,2368,sampled
1770134400000,2026-02-04 00:00:00,2377,sampled
1770145200000,2026-02-04 03:00:00,2082,sampled
1770156000000,2026-02-04 06:00:00,2101,sampled
1770166800000,2026-02-04 09:00:00,2140,sampled
1770177600000,2026-02-04 12:00:00,2170,sampled
1770188400000,2026-02-04 15:00:00,2269,sampled
1770199200000,2026-02-04 18:00:00,2382,sampled
1770210000000,2026-02-04 21:00:00,2473,sampled
1770220800000,2026-02-05 00:00:00,2509,sampled
1770231600000,2026-02-05 03:00:00,2308,sampled
1770242400000,2026-02-05 06:00:00,2286,sampled
1770253200000,2026-02-05 09:00:00,2333,sampled
1770264000000,2026-02-05 12:00:00,2386,sampled
1770274800000,2026-02-05 15:00:00,2430,sampled
1770285600000,2026-02-05 18:00:00,2516,sampled
1770296400000,2026-02-05 21:00:00,2592,sampled
1770307200000,2026-02-06 00:00:00,2617,sampled
1770318000000,2026-02-06 03:00:00,2481,sampled
1770328800000,2026-02-06 06:00:00,2378,sampled
1770339600000,2026-02-06 09:00:00,2434,sampled
1770348600000,2026-02-06 11:30:00,2499,sampled
1770361200000,2026-02-06 15:00:00,2850,sampled
1770372000000,2026-02-06 18:00:00,2914,sampled
1770382800000,2026-02-06 21:00:00,2726,sampled
1770393600000,2026-02-07 00:00:00,2728,sampled
1770404400000,2026-02-07 03:00:00,2423,sampled
1770415200000,2026-02-07 06:00:00,2382,sampled
1770426000000,2026-02-07 09:00:00,2428,sampled
1770436800000,2026-02-07 12:00:00,2480,sampled
1770445800000,2026-02-07 14:30:00,2551,sampled
1770458400000,2026-02-07 18:00:00,2694,sampled
1770469200000,2026-02-07 21:00:00,2595,sampled
1770480000000,2026-02-08 00:00:00,2643,sampled
1770490800000,2026-02-08 03:00:00,2283,sampled
1770501600000,2026-02-08 06:00:00,2277,sampled
1770512400000,2026-02-08 09:00:00,2339,sampled
1770523200000,2026-02-08 12:00:00,2391,sampled
1770534000000,2026-02-08 15:00:00,2462,sampled
1770544800000,2026-02-08 18:00:00,2615,sampled
1770555600000,2026-02-08 21:00:00,2639,sampled
1770564600000,2026-02-08 23:30:00,2649,sampled
1770577200000,2026-02-09 03:00:00,2287,sampled
1770588000000,2026-02-09 06:00:00,2281,sampled
1770598800000,2026-02-09 09:00:00,2336,sampled
1770609600000,2026-02-09 12:00:00,2387,sampled
1770620400000,2026-02-09 15:00:00,2462,sampled
1770631200000,2026-02-09 18:00:00,2646,sampled
1770642000000,2026-02-09 21:00:00,2639,sampled
1770652800000,2026-02-10 00:00:00,2678,sampled
1770663600000,2026-02-10 03:00:00,2198,sampled
1770674400000,2026-02-10 06:00:00,2274,sampled
1770685200000,2026-02-10 09:00:00,2248,sampled
1770696000000,2026-02-10 12:00:00,2293,sampled
1770706800000,2026-02-10 15:00:00,2339,sampled
1770717600000,2026-02-10 18:00:00,2421,sampled
1770728400000,2026-02-10 21:00:00,2418,sampled
1770739200000,2026-02-11 00:00:00,2462,sampled
1770750000000,2026-02-11 03:00:00,2140,sampled
1770760800000,2026-02-11 06:00:00,2155,sampled
1770771600000,2026-02-11 09:00:00,2175,sampled
1770782400000,2026-02-11 12:00:00,2207,sampled
1770793200000,2026-02-11 15:00:00,2285,sampled
1770809400000,2026-02-11 19:30:00,2418,sampled
1770814800000,2026-02-11 21:00:00,2418,sampled
1770825600000,2026-02-12 00:00:00,2453,sampled
1770836400000,2026-02-12 03:00:00,2151,sampled
1770841800000,2026-02-12 04:30:00,2151,sampled
1770883200000,2026-02-12 16:00:00,2374,sampled
1770890400000,2026-02-12 18:00:00,2445,sampled
1770901200000,2026-02-12 21:00:00,2464,sampled
1770912000000,2026-02-13 00:00:00,2511,sampled
1770922800000,2026-02-13 03:00:00,2170,sampled
1770933600000,2026-02-13 06:00:00,2200,sampled
1770944400000,2026-02-13 09:00:00,2198,sampled
1770955200000,2026-02-13 12:00:00,2252,sampled
1770966000000,2026-02-13 15:00:00,2300,sampled
1770976800000,2026-02-13 18:00:00,2414,sampled
1770987600000,2026-02-13 21:00:00,2459,sampled
1770998400000,2026-02-14 00:00:00,2467,sampled
1771009200000,2026-02-14 03:00:00,2187,sampled
1771047000000,2026-02-14 13:30:00,2280,sampled
1771052400000,2026-02-14 15:00:00,2333,sampled
1771063200000,2026-02-14 18:00:00,2428,sampled
1771074000000,2026-02-14 21:00:00,2460,sampled
1771084800000,2026-02-15 00:00:00,2466,sampled
1771095600000,2026-02-15 03:00:00,2165,sampled
1771106400000,2026-02-15 06:00:00,2165,sampled
1771117200000,2026-02-15 09:00:00,2196,sampled
1771128000000,2026-02-15 12:00:00,2245,sampled
1771138800000,2026-02-15 15:00:00,2315,sampled
1771149600000,2026-02-15 18:00:00,2428,sampled
1771158600000,2026-02-15 20:30:00,2461,sampled
1771171200000,2026-02-16 00:00:00,2467,sampled
1771182000000,2026-02-16 03:00:00,2126,sampled
1771192800000,2026-02-16 06:00:00,2153,sampled
1771203600000,2026-02-16 09:00:00,2145,sampled
1771214400000,2026-02-16 12:00:00,2191,sampled
1771225200000,2026-02-16 15:00:00,2248,sampled
1771236000000,2026-02-16 18:00:00,2284,sampled
1771246800000,2026-02-16 21:00:00,2051,sampled
